code_insee,commune,dep,PMUN,dans_MEL,dpe_n,part_passoires_pct,part_dpe_g_pct,part_dpe_abc_pct,dpe_cout_moyen_eur,dpe_conso_ep_m2,dpe_ges_m2,dpe_echantillon_faible
62178,Bruay-la-Buissière,62,21827,False,7302,7.7,2.1,24.7,1567.0,212.0,38.7,False
62181,Bucquoy,62,1480,False,257,15.2,6.2,18.3,2460.0,241.0,30.2,False
62186,Bully-les-Mines,62,12221,False,3517,13.5,2.6,29.5,1760.0,217.0,39.9,False
62188,Burbure,62,2819,False,353,19.5,7.6,17.8,1976.0,245.0,37.7,False
62190,Busnes,62,1245,False,143,23.1,10.5,24.5,2295.0,248.0,29.3,False
62119,Béthune,62,24992,False,8912,7.7,2.3,43.0,1848.0,202.0,26.8,False
62193,Calais,62,67380,False,13124,8.9,2.4,32.4,1906.0,218.0,29.5,False
62194,Calonne-Ricouart,62,5463,False,1817,7.2,2.4,17.0,1546.0,221.0,42.2,False
62195,Calonne-sur-la-Lys,62,1560,False,189,14.8,4.8,29.6,1865.0,226.0,21.3,False
62200,Cambrin,62,1228,False,185,5.9,2.2,55.7,1519.0,178.0,22.6,False
62215,Carvin,62,17852,False,5208,10.1,3.2,33.6,1769.0,206.0,36.7,False
62224,Chocques,62,2824,False,309,18.8,6.1,25.2,2017.0,240.0,32.9,False
62240,Corbehem,62,2266,False,333,8.7,3.6,28.5,1815.0,215.0,30.6,False
62249,Courcelles-lès-Lens,62,8213,False,1492,6.9,1.7,28.6,1702.0,208.0,34.9,False
62250,Courrières,62,10199,False,2580,10.3,2.7,33.1,1972.0,204.0,35.7,False
62262,Cuinchy,62,1754,False,247,7.3,2.8,38.9,1653.0,206.0,30.5,False
62263,Dainville,62,5703,False,872,8.8,2.8,35.6,1885.0,206.0,35.6,False
62274,Dourges,62,5997,False,1064,10.7,3.6,24.9,1786.0,215.0,36.7,False
62276,Douvrin,62,5795,False,1033,8.8,3.8,52.0,1708.0,182.0,27.3,False
62277,Drocourt,62,2943,False,668,13.5,3.3,57.6,1454.0,174.0,29.0,False
62279,Duisans,62,1383,False,115,10.4,1.7,46.1,2245.0,184.0,26.8,False
62310,Essars,62,1755,False,161,14.9,7.5,24.2,2151.0,229.0,35.0,False
62311,Estevelles,62,2024,False,339,13.9,3.8,34.5,1744.0,216.0,38.9,False
62323,Fampoux,62,1219,False,101,16.8,10.9,30.7,2479.0,229.0,35.5,False
62330,Festubert,62,1266,False,169,11.8,5.3,50.3,1823.0,200.0,29.6,False
62331,Feuchy,62,1015,False,111,19.8,8.1,24.3,2214.0,257.0,39.1,False
62338,Fleurbaix,62,2862,False,330,6.7,2.1,37.3,2153.0,201.0,22.0,False
62349,Fouquereuil,62,1632,False,207,10.1,3.4,50.2,1664.0,195.0,28.7,False
62350,Fouquières-lès-Béthune,62,1115,False,133,21.1,6.0,24.1,2417.0,243.0,35.2,False
62351,Fouquières-lès-Lens,62,6233,False,1625,8.2,3.1,28.6,1581.0,203.0,37.7,False
62371,Givenchy-en-Gohelle,62,2026,False,237,19.0,8.0,37.6,2082.0,217.0,32.0,False
62373,Givenchy-lès-la-Bassée,62,1006,False,121,7.4,3.3,31.4,1636.0,206.0,27.7,False
62376,Gonnehem,62,2507,False,199,13.6,5.0,36.2,2202.0,215.0,26.7,False
62383,Gouy-sous-Bellonne,62,1396,False,124,19.4,8.9,20.2,2169.0,231.0,35.0,False
62386,Grenay,62,6704,False,2480,7.7,1.5,28.2,1448.0,207.0,40.5,False
62391,Guarbecque,62,1369,False,161,16.1,6.2,46.6,1920.0,210.0,28.7,False
62400,Haillicourt,62,4884,False,1192,10.2,3.3,15.9,1672.0,225.0,43.2,False
62401,Haisnes,62,4427,False,804,8.2,2.5,29.6,1597.0,197.0,34.9,False
62412,Hardinghen,62,1219,False,111,19.8,9.0,31.5,2483.0,234.0,30.4,False
62413,Harnes,62,12317,False,3810,9.4,3.0,34.5,1492.0,202.0,36.2,False
62443,Hersin-Coupigny,62,6147,False,1353,11.6,3.0,21.7,1670.0,216.0,38.1,False
62452,Heuringhem,62,1379,False,92,10.9,4.3,42.4,2070.0,205.0,23.1,False
62454,Hinges,62,2417,False,233,12.4,5.2,45.9,1981.0,201.0,26.1,False
62457,Houdain,62,7030,False,1944,10.3,3.1,23.0,1620.0,220.0,41.8,False
62464,Hulluch,62,3367,False,681,17.0,2.8,26.3,1546.0,217.0,39.6,False
62427,Hénin-Beaumont,62,26035,False,8217,10.8,3.2,35.2,1882.0,212.0,32.6,False
62476,Izel-lès-Équerchin,62,1058,False,100,14.0,9.0,38.0,1958.0,212.0,30.1,False
62252,La Couture,62,2616,False,234,12.4,8.1,38.5,2203.0,220.0,23.6,False
62479,Labeuvrière,62,1654,False,184,22.8,6.0,20.1,2114.0,248.0,37.9,False
62480,Labourse,62,2894,False,449,7.6,2.9,43.7,1552.0,193.0,31.9,False
62489,Lapugnoy,62,3518,False,494,12.8,5.1,24.7,1897.0,225.0,33.1,False
62491,Laventie,62,4969,False,651,9.7,4.8,31.8,2120.0,213.0,24.2,False
62497,Leforest,62,7179,False,1757,12.7,2.7,23.6,1625.0,217.0,40.9,False
62498,Lens,62,32618,False,14397,10.6,4.0,34.7,1727.0,213.0,32.1,False
62502,Lestrem,62,5073,False,624,8.2,3.8,49.0,1731.0,191.0,19.7,False
62907,Libercourt,62,8138,False,2643,11.8,5.2,29.1,1689.0,218.0,39.0,False
62516,Lillers,62,9988,False,2041,9.8,3.5,34.3,1715.0,209.0,28.0,False
62510,Liévin,62,30149,False,9540,10.4,2.2,30.5,1922.0,213.0,37.8,False
62520,Locon,62,2342,False,169,14.2,7.1,23.7,2237.0,237.0,27.4,False
62523,Loison-sous-Lens,62,5255,False,1127,11.6,4.5,35.1,1794.0,204.0,32.0,False
62525,Longuenesse,62,10568,False,2296,12.6,3.1,14.1,2552.0,244.0,45.4,False
62528,Loos-en-Gohelle,62,6896,False,1564,7.7,2.6,27.4,1631.0,202.0,32.1,False
62529,Lorgies,62,1609,False,153,11.8,6.5,45.8,2107.0,200.0,23.2,False
62540,Maisnil-lès-Ruitz,62,1691,False,267,7.1,3.4,21.0,1589.0,221.0,37.8,False
62543,Mametz,62,1998,False,211,15.6,10.0,24.2,2078.0,229.0,29.1,False
62557,Marœuil,62,2441,False,317,11.4,4.4,39.4,2008.0,207.0,28.8,False
62563,Mazingarbe,62,8068,False,2534,15.0,3.3,25.7,1768.0,229.0,39.9,False
62573,Meurchin,62,3717,False,763,12.3,4.6,29.0,1754.0,222.0,33.1,False
62584,Mont-Bernanchon,62,1316,False,112,14.3,3.6,27.7,2206.0,226.0,26.4,False
62587,Montigny-en-Gohelle,62,9870,False,2625,7.5,2.9,33.7,1927.0,198.0,34.7,False
62570,Méricourt,62,11431,False,3579,9.8,2.0,36.5,1608.0,191.0,36.0,False
62606,Neuve-Chapelle,62,1419,False,91,5.5,2.2,39.6,2012.0,191.0,14.7,False
62609,Neuville-Saint-Vaast,62,1603,False,177,13.0,4.0,42.9,2438.0,201.0,31.1,False
62620,Norrent-Fontes,62,1362,False,124,24.2,15.3,39.5,2099.0,243.0,32.6,False
62624,Noyelles-Godault,62,5906,False,1694,8.6,4.0,45.3,1976.0,192.0,33.4,False
62626,Noyelles-lès-Vermelles,62,2294,False,403,6.2,1.5,31.3,1619.0,204.0,34.6,False
62628,Noyelles-sous-Lens,62,6659,False,2692,13.4,3.5,34.1,1501.0,213.0,39.0,False
62617,Nœux-les-Mines,62,11520,False,3462,7.1,2.4,28.7,1739.0,207.0,34.3,False
62637,Oignies,62,10210,False,3665,11.1,2.0,33.9,1633.0,202.0,38.3,False
62638,Oisy-le-Verger,62,1188,False,136,19.1,9.6,14.0,2290.0,258.0,29.8,False
62666,Pont-à-Vendin,62,3136,False,720,12.8,3.2,36.1,1809.0,209.0,34.6,False
62684,Racquinghem,62,2214,False,187,10.2,3.7,27.8,1811.0,218.0,21.6,False
62693,Rebreuve-Ranchicourt,62,1071,False,87,12.6,6.9,28.7,2363.0,233.0,28.5,False
62706,Richebourg,62,2618,False,235,20.4,10.2,31.1,2757.0,235.0,27.5,False
62712,Rivière,62,1124,False,118,22.0,16.1,21.2,2629.0,248.0,41.7,False
62713,Robecq,62,1329,False,109,22.9,9.2,25.7,2191.0,249.0,30.8,False
62724,Rouvroy,62,8797,False,2648,6.0,1.4,51.9,1504.0,176.0,30.5,False
62727,Ruitz,62,1509,False,206,10.7,4.9,30.1,1777.0,208.0,30.5,False
62718,Rœux,62,1390,False,146,13.0,6.8,32.9,2000.0,213.0,30.5,False
62735,Sailly-Labourse,62,2577,False,525,9.5,3.0,30.9,1594.0,205.0,36.1,False
62736,Sailly-sur-la-Lys,62,3883,False,383,15.9,5.5,35.2,2157.0,217.0,27.0,False
62737,Sains-en-Gohelle,62,5995,False,1569,9.2,2.0,33.7,1693.0,204.0,34.9,False
62753,Saint-Laurent-Blangy,62,6507,False,1751,6.5,1.6,56.5,1908.0,176.0,28.0,False
62764,Saint-Nicolas,62,4603,False,1717,4.6,0.6,44.7,1955.0,188.0,31.0,False
62765,Saint-Omer,62,14661,False,4526,10.9,3.5,22.0,2133.0,232.0,32.3,False
62770,Saint-Venant,62,3022,False,455,16.9,6.2,28.8,2008.0,230.0,31.3,False
62744,Sainte-Catherine,62,3594,False,613,7.0,1.6,40.3,1982.0,189.0,29.3,False
62771,Sallaumines,62,9650,False,3601,8.6,1.2,29.5,1622.0,208.0,38.3,False
62793,Servins,62,1134,False,106,5.7,3.8,39.6,1813.0,203.0,24.8,False
62801,Souchez,62,2658,False,395,11.4,2.5,28.6,2088.0,215.0,29.9,False
62810,Thélus,62,1271,False,145,9.7,4.1,15.2,2260.0,227.0,25.0,False
62817,Tilloy-lès-Mofflaines,62,1519,False,276,4.3,2.2,55.8,1470.0,151.0,24.1,False
62836,Vaudricourt,62,1104,False,110,10.0,3.6,30.0,2371.0,220.0,28.9,False
62842,Vendin-le-Vieil,62,8381,False,1861,15.3,3.6,32.5,1725.0,216.0,37.5,False
62841,Vendin-lès-Béthune,62,2393,False,296,19.9,7.8,34.8,1905.0,224.0,31.0,False
62846,Vermelles,62,4748,False,946,12.1,4.1,22.2,1780.0,229.0,38.1,False
62847,Verquigneul,62,2016,False,213,15.0,7.0,22.5,2000.0,251.0,24.1,False
62848,Verquin,62,3459,False,601,7.0,3.0,30.9,1588.0,206.0,30.6,False
62861,Vimy,62,4307,False,677,19.2,8.0,20.7,2083.0,243.0,38.1,False
62863,Violaines,62,3831,False,563,8.5,3.2,29.3,1598.0,210.0,32.9,False
62865,Vitry-en-Artois,62,4787,False,851,10.8,2.9,20.2,1819.0,211.0,33.4,False
62869,Wailly,62,1081,False,98,18.4,14.3,32.7,2503.0,234.0,33.9,False
62875,Wardrecques,62,1346,False,94,9.6,2.1,50.0,1776.0,184.0,21.3,False
62895,Wingles,62,8742,False,2181,10.3,3.6,35.9,1756.0,205.0,36.8,False
62905,Zudausques,62,1040,False,64,4.7,3.1,53.1,1780.0,167.0,11.5,False
62284,Écourt-Saint-Quentin,62,1691,False,206,22.8,12.6,28.2,2443.0,238.0,35.7,False
62291,Éleu-dit-Leauwette,62,2829,False,649,14.2,5.7,35.9,1866.0,218.0,33.4,False
62321,Évin-Malmaison,62,4674,False,1167,10.7,2.8,27.0,1569.0,218.0,36.9,False
