code_insee,commune,dep,PMUN,dans_MEL,acces_supermarche_moy_min,acces_supermarche_min_min,acces_epicerie_moy_min,acces_epicerie_min_min,acces_boulangerie_moy_min,acces_boulangerie_min_min,acces_boucherie_moy_min,acces_boucherie_min_min,acces_poste_moy_min,acces_poste_min_min,acces_decheterie_moy_min,acces_decheterie_min_min,commerces_essentiels_sur_place,n_resto,resto_pour_1000hab
59475,Prouvy,59,2173,False,3.4,1.7,4.1,1.2,1.5,1.0,4.2,1.2,1.3,1.0,6.1,1.8,5,7,3.22
59477,Provin,59,4469,True,2.8,1.3,1.7,1.0,1.3,1.0,2.6,1.0,1.7,1.0,6.3,4.2,5,6,1.34
59470,Prémesques,59,2060,True,4.1,2.2,4.1,1.8,1.6,1.0,3.7,1.0,4.6,2.6,9.3,5.8,2,4,1.94
59471,Préseau,59,2065,False,7.5,5.9,1.6,1.0,1.4,1.0,1.6,1.0,1.3,1.0,10.5,8.6,5,4,1.94
59457,Pérenchies,59,8519,True,2.3,1.0,2.1,1.0,1.4,1.0,3.2,1.0,2.9,1.0,11.6,7.6,7,9,1.06
59458,Péronne-en-Mélantois,59,1004,True,6.5,4.6,5.4,3.4,7.0,5.0,6.7,4.7,5.7,3.6,12.0,9.4,0,0,0.0
59479,Quarouble,59,3131,False,2.4,1.0,4.1,1.0,2.0,1.0,2.1,1.0,1.8,1.0,4.4,1.1,5,5,1.6
59482,Quesnoy-sur-Deûle,59,6920,True,2.4,1.0,3.2,1.0,2.0,1.0,1.9,1.0,2.0,1.0,3.4,1.0,7,9,1.3
59485,Quiévy,59,1801,False,6.8,4.7,5.5,3.4,1.2,1.0,1.4,1.0,1.2,1.0,9.1,7.0,4,0,0.0
59487,Radinghem-en-Weppes,59,1393,True,4.5,1.5,6.5,3.9,2.2,1.0,3.7,1.5,8.3,6.5,8.3,5.6,1,0,0.0
59489,Raimbeaucourt,59,4015,False,2.2,1.0,2.0,1.0,1.7,1.0,2.0,1.0,2.1,1.0,6.1,3.6,6,2,0.5
59491,Raismes,59,12055,False,2.7,1.0,2.4,1.0,2.2,1.0,2.6,1.0,3.4,1.0,6.1,2.2,7,19,1.58
59497,Renescure,59,2128,False,6.9,3.4,2.3,1.0,2.3,1.0,2.4,1.0,2.5,1.0,3.6,1.0,6,4,1.88
59499,Rexpoëde,59,1992,False,1.5,1.0,5.4,2.7,1.3,1.0,4.5,2.4,1.3,1.0,8.7,6.4,5,3,1.51
59501,Rieulay,59,1243,False,2.8,1.2,1.6,1.0,2.9,1.0,5.3,3.2,2.6,1.1,3.8,1.0,2,3,2.41
59502,Rieux-en-Cambrésis,59,1438,False,4.4,3.1,3.9,2.5,3.5,2.2,1.1,1.0,1.2,1.0,5.0,3.3,3,2,1.39
59507,Ronchin,59,19437,True,2.1,1.0,2.4,1.0,1.7,1.0,2.5,1.0,3.1,1.0,7.0,4.4,6,18,0.93
59508,Roncq,59,13784,True,2.0,1.0,2.7,1.0,1.8,1.0,2.1,1.0,2.9,1.0,7.0,2.3,7,37,2.68
59509,Roost-Warendin,59,5976,False,2.1,1.0,2.1,1.0,1.7,1.0,1.7,1.0,2.2,1.0,3.0,1.0,6,11,1.84
59511,Rosult,59,1973,False,6.4,2.7,6.3,3.7,2.0,1.0,2.6,1.0,2.5,1.0,4.5,1.0,3,3,1.52
59512,Roubaix,59,98892,True,1.7,1.0,1.2,1.0,1.2,1.0,1.4,1.0,1.7,1.0,6.1,1.0,7,458,4.63
59519,Rumegies,59,1740,False,11.8,8.9,1.6,1.0,1.6,1.0,1.6,1.0,6.2,3.5,13.6,10.0,4,6,3.45
59486,Râches,59,2660,False,1.7,1.0,3.3,1.6,1.7,1.0,4.3,2.4,2.3,1.0,6.6,4.8,4,3,1.13
59504,Rœulx,59,3779,False,1.4,1.0,2.1,1.0,2.2,1.0,5.7,3.8,1.8,1.0,6.5,4.6,5,4,1.06
59522,Sailly-lez-Lannoy,59,1949,True,4.6,2.0,4.3,1.7,2.0,1.0,4.6,2.0,4.8,2.4,10.8,8.4,2,2,1.03
59523,Sainghin-en-Mélantois,59,2848,True,1.9,1.0,1.9,1.0,2.1,1.0,1.8,1.0,1.9,1.0,11.5,7.5,7,8,2.81
59524,Sainghin-en-Weppes,59,5641,True,3.9,1.0,1.7,1.0,1.6,1.0,5.8,3.8,2.0,1.0,6.5,3.5,6,11,1.95
59526,Saint-Amand-les-Eaux,59,15980,False,2.5,1.0,2.2,1.0,1.8,1.0,2.4,1.0,3.2,1.0,6.6,1.0,7,41,2.57
59527,Saint-André-lez-Lille,59,12942,True,1.8,1.0,3.2,1.0,1.7,1.0,2.3,1.0,2.1,1.0,5.0,2.2,7,30,2.32
59535,Saint-Jans-Cappel,59,1642,False,6.9,4.6,7.5,3.6,6.4,3.5,6.5,3.6,6.3,3.7,12.6,10.4,1,5,3.05
59544,Saint-Saulve,59,11117,False,2.3,1.0,2.8,1.0,2.0,1.0,1.8,1.0,2.6,1.0,6.4,1.7,7,10,0.9
59546,Saint-Sylvestre-Cappel,59,1154,False,4.9,2.9,5.7,3.6,4.7,2.1,4.6,3.3,1.2,1.0,7.6,5.8,1,3,2.6
59550,Salomé,59,3051,True,4.1,1.0,6.4,1.4,1.5,1.0,5.5,1.8,1.9,1.0,8.2,5.9,3,3,0.98
59551,Saméon,59,1738,False,9.3,6.7,5.5,2.7,2.0,1.0,1.7,1.0,5.3,2.6,9.4,5.7,1,1,0.58
59553,Santes,59,5660,True,2.3,1.0,6.2,3.6,1.6,1.0,1.8,1.0,2.0,1.0,11.0,9.2,6,5,0.88
59557,Saultain,59,2553,False,3.2,1.3,1.4,1.0,1.4,1.0,1.4,1.0,1.4,1.0,9.6,6.6,5,3,1.18
59559,Sebourg,59,1977,False,10.2,5.8,2.5,1.0,2.5,1.0,3.1,1.0,2.5,1.0,9.0,4.4,4,3,1.52
59560,Seclin,59,12834,True,2.4,1.0,2.0,1.0,2.1,1.0,2.4,1.0,3.1,1.0,5.7,1.0,7,50,3.9
59566,Sequedin,59,4762,True,4.1,1.3,5.1,1.2,3.4,1.1,4.7,1.6,2.6,1.0,9.8,7.2,3,8,1.68
59569,Sin-le-Noble,59,15603,False,2.4,1.0,1.9,1.0,1.9,1.0,2.2,1.0,2.1,1.0,6.4,1.7,7,25,1.6
59574,Somain,59,11790,False,2.1,1.0,2.0,1.0,1.7,1.0,2.6,1.0,2.3,1.0,6.4,2.3,7,35,2.97
59578,Steenbecque,59,1650,False,8.8,6.4,4.7,2.4,1.8,1.0,5.6,2.1,1.9,1.0,3.7,1.0,3,4,2.42
59580,Steenvoorde,59,4324,False,2.6,1.0,8.8,4.9,2.1,1.0,2.1,1.0,3.7,1.0,4.6,1.0,6,8,1.85
59581,Steenwerck,59,3540,False,6.9,1.1,3.3,1.0,3.0,1.0,2.9,1.0,3.0,1.0,8.7,4.8,6,5,1.41
59585,Templemars,59,3635,True,3.2,1.5,1.7,1.0,1.5,1.0,3.5,1.5,1.3,1.0,5.5,3.7,4,8,2.2
59586,Templeuve-en-Pévèle,59,6705,False,2.7,1.0,2.3,1.0,2.0,1.0,2.3,1.0,2.8,1.0,6.1,1.0,7,10,1.49
59592,Thumeries,59,4029,False,2.3,1.0,4.3,1.9,1.9,1.0,2.0,1.0,2.1,1.0,3.0,1.0,6,3,0.74
59594,Thun-Saint-Amand,59,1110,False,4.8,2.3,6.8,5.3,5.9,1.6,5.8,1.7,5.2,2.7,3.4,1.0,0,0,0.0
59598,Toufflers,59,3910,True,3.2,1.6,3.5,1.6,1.3,1.0,3.7,1.9,1.8,1.0,7.0,4.4,4,3,0.77
59599,Tourcoing,59,99011,True,1.6,1.0,1.4,1.0,1.3,1.0,1.5,1.0,2.0,1.0,6.7,1.0,7,251,2.54
59602,Tressin,59,1395,True,4.8,2.5,3.7,1.9,1.5,1.0,1.6,1.0,3.3,1.5,13.2,11.2,2,5,3.58
59603,Trith-Saint-Léger,59,6124,False,3.7,1.0,3.1,1.0,2.0,1.0,2.3,1.0,2.4,1.0,7.8,4.5,6,6,0.98
59588,Téteghem-Coudekerque-Village,59,8384,False,2.2,1.0,2.7,1.0,1.6,1.0,1.8,1.0,2.6,1.0,7.3,3.2,7,7,0.83
59606,Valenciennes,59,42991,False,2.0,1.0,1.5,1.0,1.5,1.0,1.7,1.0,2.2,1.0,6.2,1.4,7,262,6.09
59609,Vendeville,59,1546,True,3.2,1.9,3.3,2.1,2.9,1.7,3.8,2.5,3.1,1.8,7.0,5.7,0,9,5.82
59610,Verchain-Maugré,59,1102,False,7.6,5.2,7.6,5.6,8.0,6.0,7.2,5.9,7.9,6.0,9.0,7.6,0,0,0.0
59611,Verlinghem,59,2673,True,4.4,1.0,4.7,1.5,3.6,1.0,6.4,2.1,2.0,1.0,8.1,2.1,4,2,0.75
59615,Vieux-Berquin,59,2649,False,9.0,4.2,3.1,1.0,2.8,1.0,9.2,4.8,3.0,1.0,7.1,2.2,5,1,0.38
59616,Vieux-Condé,59,10446,False,3.3,1.0,4.1,1.0,2.5,1.0,2.9,1.0,1.9,1.0,5.3,1.0,6,15,1.44
59009,Villeneuve-d'Ascq,59,62067,True,2.0,1.0,2.2,1.0,1.5,1.0,2.3,1.0,2.2,1.0,6.2,1.0,7,234,3.77
59622,Villers-en-Cauchies,59,1161,False,6.0,4.9,4.5,2.8,3.7,1.9,6.2,4.9,1.1,1.0,2.9,1.2,1,0,0.0
59629,Vred,59,1311,False,4.6,2.3,4.5,1.5,5.9,3.5,4.5,2.2,1.3,1.0,5.4,2.4,1,1,0.76
59630,Wahagnies,59,2605,False,3.9,2.0,1.5,1.0,1.4,1.0,3.1,1.0,1.7,1.0,5.3,2.7,4,2,0.77
59632,Wallers,59,5598,False,3.0,1.0,1.6,1.0,1.5,1.0,2.5,1.0,1.7,1.0,6.8,3.4,6,9,1.61
59636,Wambrechies,59,10798,True,3.2,1.0,2.1,1.0,1.8,1.0,2.4,1.0,3.4,1.0,6.9,2.6,7,33,3.06
59637,Wandignies-Hamage,59,1318,False,5.6,3.4,6.9,5.1,1.6,1.0,7.6,5.2,5.2,3.0,4.9,2.4,1,1,0.76
59638,Wannehain,59,1331,False,6.7,4.9,4.8,2.4,5.5,3.5,8.0,6.2,6.8,4.1,14.2,12.3,0,0,0.0
59639,Wargnies-le-Grand,59,1101,False,10.6,8.3,8.1,5.8,2.2,1.0,5.0,3.3,1.4,1.0,10.8,8.8,2,0,0.0
59641,Warhem,59,2022,False,5.3,2.3,6.4,3.7,1.9,1.0,4.0,1.4,4.6,1.7,8.7,6.1,3,4,1.98
59646,Wasquehal,59,20836,True,1.7,1.0,2.4,1.0,1.6,1.0,2.2,1.0,2.1,1.0,7.2,1.9,7,47,2.26
59647,Watten,59,2577,False,2.6,1.0,1.8,1.0,1.7,1.0,1.8,1.0,1.6,1.0,9.4,6.3,7,5,1.94
59648,Wattignies,59,15531,True,2.2,1.0,3.1,1.0,2.6,1.0,2.9,1.0,2.6,1.0,5.9,3.6,7,16,1.03
59650,Wattrelos,59,40836,True,2.3,1.0,1.6,1.0,1.5,1.0,1.6,1.0,2.0,1.0,3.7,1.0,7,76,1.86
59651,Wavrechain-sous-Denain,59,1616,False,3.1,2.1,1.9,1.2,1.1,1.0,3.4,2.7,3.3,2.7,3.7,3.1,3,2,1.24
59653,Wavrin,59,7773,True,3.3,1.0,2.0,1.0,1.6,1.0,2.7,1.0,2.3,1.0,9.4,5.6,6,5,0.64
59654,Waziers,59,7354,False,2.2,1.0,1.8,1.0,1.7,1.0,1.9,1.0,2.1,1.0,6.7,3.8,7,17,2.31
59656,Wervicq-Sud,59,5299,True,2.0,1.0,6.7,4.4,1.7,1.0,1.7,1.0,1.9,1.0,5.1,3.2,6,4,0.75
59660,Willems,59,2996,True,1.7,1.0,1.4,1.0,1.4,1.0,1.4,1.0,1.7,1.0,13.0,10.6,5,4,1.34
59662,Winnezeele,59,1300,False,6.3,3.3,9.1,6.5,1.9,1.0,6.4,4.0,6.1,3.8,7.0,5.2,2,1,0.77
59663,Wormhout,59,5705,False,3.4,1.0,2.1,1.0,1.8,1.0,1.9,1.0,2.0,1.0,4.2,1.0,7,10,1.75
59185,Écaillon,59,1910,False,2.6,1.0,2.9,1.7,2.5,1.3,4.6,2.7,2.7,1.3,6.3,5.0,2,1,0.52
62004,Achicourt,62,7938,False,2.7,1.0,2.4,1.0,1.8,1.0,2.0,1.0,2.1,1.0,3.4,1.0,7,5,0.63
62013,Agny,62,1879,False,5.4,3.1,1.3,1.0,1.3,1.0,1.4,1.0,4.2,2.1,6.2,4.5,4,4,2.13
62014,Aire-sur-la-Lys,62,9585,False,2.7,1.0,3.1,1.0,2.2,1.0,2.8,1.0,3.1,1.0,6.3,1.0,7,25,2.61
62019,Aix-Noulette,62,3913,False,4.8,1.0,5.9,1.9,2.2,1.0,4.7,1.0,2.3,1.0,7.9,5.0,4,5,1.28
62032,Angres,62,4842,False,1.7,1.0,3.1,1.0,1.8,1.0,1.9,1.0,1.8,1.0,3.7,1.5,6,6,1.24
62033,Annay,62,4517,False,2.1,1.0,1.8,1.0,1.7,1.0,4.1,1.0,2.0,1.0,6.9,4.1,5,5,1.11
62034,Annequin,62,2145,False,1.6,1.0,5.2,3.3,1.8,1.0,2.9,1.0,1.6,1.0,10.4,7.8,3,1,0.47
62035,Annezin,62,5813,False,3.0,1.0,2.7,1.0,1.5,1.0,2.4,1.0,2.8,1.0,6.3,2.5,5,3,0.52
62037,Anzin-Saint-Aubin,62,2806,False,3.9,1.2,2.2,1.0,2.0,1.0,1.7,1.0,4.2,1.3,4.0,1.4,5,2,0.71
62040,Arques,62,9655,False,2.8,1.0,3.7,1.0,1.7,1.0,1.9,1.0,2.7,1.0,6.8,1.0,7,13,1.35
62041,Arras,62,42600,False,1.6,1.0,1.9,1.0,1.5,1.0,1.9,1.0,2.1,1.0,4.8,1.0,7,193,4.53
62042,Athies,62,1059,False,6.7,5.0,5.0,4.0,4.6,3.4,7.2,5.5,5.6,4.5,4.3,2.5,0,1,0.94
62048,Auchel,62,10062,False,1.8,1.0,2.0,1.0,1.7,1.0,2.0,1.0,2.1,1.0,4.6,1.0,7,23,2.29
62051,Auchy-les-Mines,62,4623,False,2.1,1.0,1.8,1.0,1.9,1.0,2.0,1.0,2.1,1.0,8.7,6.4,7,15,3.24
62065,Avion,62,17672,False,2.4,1.0,2.1,1.0,2.5,1.0,2.9,1.0,3.2,1.0,5.3,1.0,7,32,1.81
62073,Bailleul-Sir-Berthoult,62,1430,False,9.4,7.8,8.0,6.4,3.5,1.5,1.3,1.0,1.5,1.0,3.2,1.4,3,1,0.7
62083,Barlin,62,7366,False,2.5,1.0,1.7,1.0,1.8,1.0,1.8,1.0,2.7,1.0,4.1,1.5,7,8,1.09
62099,Beaurains,62,5515,False,3.3,1.7,2.8,1.0,2.0,1.0,2.8,1.0,2.5,1.0,4.8,2.7,5,16,2.9
62471,Bellinghem,62,1087,False,7.6,5.5,8.3,5.2,5.8,4.0,5.3,3.3,6.0,4.6,12.2,10.5,1,4,3.68
62126,Beuvry,62,9111,False,3.0,1.0,3.1,1.0,2.7,1.0,4.3,1.0,3.3,1.0,7.8,4.0,6,12,1.32
62128,Biache-Saint-Vaast,62,4481,False,2.3,1.0,5.5,3.3,1.9,1.0,1.8,1.0,2.0,1.0,2.7,1.0,6,4,0.89
62132,Billy-Berclau,62,5059,False,3.1,1.0,1.3,1.0,2.2,1.0,1.9,1.0,2.2,1.0,10.9,7.4,6,6,1.19
62133,Billy-Montigny,62,8117,False,1.8,1.0,1.3,1.0,1.5,1.0,2.0,1.0,2.3,1.0,6.8,3.9,7,15,1.85
62160,Boulogne-sur-Mer,62,40910,False,1.9,1.0,1.3,1.0,1.2,1.0,1.3,1.0,1.7,1.0,6.3,3.3,7,161,3.94
62164,Bourlon,62,1140,False,7.4,3.8,1.1,1.0,5.7,4.0,11.8,8.0,1.1,1.0,10.7,7.1,2,1,0.88
62170,Bouvigny-Boyeffles,62,2371,False,6.0,2.3,6.2,1.9,2.1,1.0,4.7,1.0,2.5,1.0,11.0,8.2,3,2,0.84
62173,Brebières,62,5169,False,3.0,1.0,3.2,1.0,2.3,1.0,5.9,3.0,2.1,1.0,9.9,7.1,6,5,0.97
62178,Bruay-la-Buissière,62,21827,False,2.1,1.0,1.9,1.0,1.5,1.0,2.2,1.0,3.0,1.0,4.4,1.0,7,70,3.21
62181,Bucquoy,62,1480,False,2.1,1.0,7.9,6.2,1.6,1.0,1.6,1.0,1.6,1.0,3.1,1.0,6,1,0.68
62186,Bully-les-Mines,62,12221,False,2.8,1.0,2.2,1.0,1.8,1.0,2.2,1.0,2.8,1.0,8.5,5.1,7,14,1.15
62188,Burbure,62,2819,False,4.4,1.0,1.6,1.0,1.3,1.0,4.0,1.0,1.8,1.0,7.9,5.1,5,1,0.35
62190,Busnes,62,1245,False,5.4,2.4,6.1,3.8,3.2,1.0,5.1,1.9,6.5,4.0,6.8,4.1,2,1,0.8
62119,Béthune,62,24992,False,1.8,1.0,1.7,1.0,1.6,1.0,1.6,1.0,2.3,1.0,6.5,2.2,7,103,4.12
62193,Calais,62,67380,False,1.7,1.0,1.4,1.0,1.4,1.0,1.5,1.0,2.2,1.0,5.0,1.0,7,178,2.64
62194,Calonne-Ricouart,62,5463,False,1.6,1.0,4.4,1.5,2.2,1.0,3.4,1.0,2.6,1.0,3.1,1.0,6,5,0.92
62195,Calonne-sur-la-Lys,62,1560,False,7.5,5.2,7.1,2.6,6.3,2.7,6.7,2.8,2.6,1.0,9.3,5.2,2,3,1.92
62200,Cambrin,62,1228,False,2.7,1.0,5.9,4.6,1.6,1.0,1.4,1.0,1.4,1.0,10.9,9.5,3,2,1.63
62215,Carvin,62,17852,False,2.6,1.0,2.3,1.0,2.2,1.0,2.7,1.0,3.4,1.0,6.0,2.0,7,52,2.91
62224,Chocques,62,2824,False,3.1,1.0,1.5,1.0,1.6,1.0,2.2,1.0,1.7,1.0,9.3,6.4,7,3,1.06
62240,Corbehem,62,2266,False,1.5,1.0,1.5,1.0,1.7,1.0,6.2,4.0,1.6,1.0,9.7,7.7,5,1,0.44
62249,Courcelles-lès-Lens,62,8213,False,3.2,1.0,1.8,1.0,1.8,1.0,2.3,1.0,1.9,1.0,5.1,2.5,7,7,0.85
62250,Courrières,62,10199,False,1.8,1.0,1.6,1.0,1.7,1.0,1.7,1.0,2.2,1.0,3.8,1.0,7,13,1.27
62262,Cuinchy,62,1754,False,4.9,2.1,5.1,3.1,1.7,1.0,2.9,1.0,1.6,1.0,13.3,8.6,3,0,0.0
62263,Dainville,62,5703,False,2.8,1.0,3.7,1.0,1.8,1.0,2.1,1.0,2.8,1.0,5.9,1.0,6,4,0.7
62274,Dourges,62,5997,False,2.5,1.0,2.3,1.0,1.9,1.0,4.5,1.0,2.1,1.0,6.8,3.7,6,10,1.67
62276,Douvrin,62,5795,False,2.3,1.0,1.9,1.0,1.7,1.0,2.3,1.0,1.7,1.0,7.2,2.7,7,10,1.73
62277,Drocourt,62,2943,False,3.3,1.8,2.1,1.0,2.1,1.0,4.9,3.4,2.0,1.0,3.8,1.7,3,5,1.7
62279,Duisans,62,1383,False,6.1,3.4,5.6,3.3,2.2,1.0,5.2,3.3,5.5,3.5,6.9,3.0,1,4,2.89
62310,Essars,62,1755,False,1.7,1.0,3.2,1.5,1.9,1.0,3.9,2.2,3.0,1.3,4.3,2.5,3,2,1.14
62311,Estevelles,62,2024,False,5.4,3.2,2.9,1.0,1.3,1.0,1.6,1.0,3.9,1.9,4.4,1.6,2,1,0.49
62323,Fampoux,62,1219,False,9.4,7.8,1.3,1.0,1.4,1.0,8.9,7.0,3.9,2.3,7.9,5.9,2,3,2.46
62330,Festubert,62,1266,False,8.8,6.4,2.1,1.0,1.5,1.0,1.6,1.0,4.6,2.7,13.7,10.0,3,3,2.37
62331,Feuchy,62,1015,False,6.4,4.9,4.9,3.2,5.0,2.7,6.8,4.2,6.7,5.2,4.2,2.3,1,2,1.97
62338,Fleurbaix,62,2862,False,2.7,1.0,7.6,5.6,1.9,1.0,5.9,2.8,2.2,1.0,8.9,4.9,5,1,0.35
62349,Fouquereuil,62,1632,False,5.6,4.1,6.4,4.1,2.2,1.0,4.9,1.8,3.0,1.4,10.9,8.8,2,1,0.61
62350,Fouquières-lès-Béthune,62,1115,False,2.9,1.0,4.9,3.2,2.3,1.0,3.4,1.0,1.6,1.0,10.2,7.4,3,2,1.79
62351,Fouquières-lès-Lens,62,6233,False,2.3,1.0,1.5,1.0,1.6,1.0,1.9,1.0,2.1,1.0,6.9,5.1,6,3,0.48
62371,Givenchy-en-Gohelle,62,2026,False,3.5,1.6,4.9,3.0,1.4,1.0,5.3,2.0,2.1,1.0,6.5,4.6,3,1,0.49
62373,Givenchy-lès-la-Bassée,62,1006,False,6.6,4.6,6.0,3.5,3.0,1.0,4.7,2.5,2.9,1.0,14.0,11.7,0,1,0.99
62376,Gonnehem,62,2507,False,6.7,3.5,4.9,1.0,3.4,1.0,5.5,1.5,3.6,1.0,9.8,5.8,4,5,1.99
62383,Gouy-sous-Bellonne,62,1396,False,4.9,2.9,1.4,1.0,5.6,3.7,7.8,5.8,5.0,3.2,12.2,10.4,2,3,2.15
62386,Grenay,62,6704,False,2.4,1.0,1.8,1.0,1.5,1.0,2.0,1.0,2.1,1.0,7.9,5.3,6,9,1.34
62391,Guarbecque,62,1369,False,1.7,1.0,2.5,1.2,2.7,1.4,2.8,1.5,3.2,1.9,4.2,2.9,1,1,0.73
62400,Haillicourt,62,4884,False,2.5,1.0,3.0,1.0,1.3,1.0,2.7,1.0,2.5,1.0,4.4,2.4,6,5,1.02
62401,Haisnes,62,4427,False,3.9,1.0,1.9,1.0,2.1,1.0,3.8,1.2,2.0,1.0,5.7,2.3,4,5,1.13
62412,Hardinghen,62,1219,False,4.3,1.5,4.7,1.0,1.8,1.0,1.7,1.0,1.8,1.0,12.8,10.5,4,0,0.0
62413,Harnes,62,12317,False,2.1,1.0,1.6,1.0,1.5,1.0,5.0,1.0,1.7,1.0,7.2,3.4,7,11,0.89
62443,Hersin-Coupigny,62,6147,False,3.5,1.0,4.8,1.7,1.6,1.0,2.1,1.0,3.0,1.0,7.7,4.3,5,5,0.81
62452,Heuringhem,62,1379,False,6.9,4.4,5.3,2.4,2.4,1.0,6.1,4.1,5.1,2.6,8.3,6.2,1,1,0.73
62454,Hinges,62,2417,False,5.9,2.9,4.3,1.2,1.9,1.0,2.2,1.0,6.7,4.4,7.9,4.7,3,4,1.65
62457,Houdain,62,7030,False,1.9,1.0,3.0,1.0,2.0,1.0,2.2,1.0,3.0,1.0,3.7,1.0,6,10,1.42
62464,Hulluch,62,3367,False,1.7,1.0,1.6,1.0,1.3,1.0,5.3,1.6,1.5,1.0,2.5,1.0,5,4,1.19
62427,Hénin-Beaumont,62,26035,False,2.5,1.0,2.1,1.0,1.6,1.0,2.0,1.0,2.2,1.0,4.4,1.0,7,79,3.03
62476,Izel-lès-Équerchin,62,1058,False,4.9,3.5,4.9,3.6,6.0,4.4,4.4,1.9,6.1,4.4,9.4,7.4,0,2,1.89
62252,La Couture,62,2616,False,8.6,4.1,4.4,1.0,2.5,1.0,2.9,1.0,3.5,1.0,11.3,7.2,4,4,1.53
62479,Labeuvrière,62,1654,False,6.2,2.4,1.7,1.0,1.6,1.0,5.0,2.0,3.9,1.0,8.7,5.5,2,3,1.81
62480,Labourse,62,2894,False,4.1,1.5,1.7,1.0,2.0,1.0,2.1,1.0,2.2,1.0,4.7,1.1,5,2,0.69
62489,Lapugnoy,62,3518,False,3.8,1.0,2.3,1.0,1.8,1.0,2.0,1.0,2.2,1.0,4.8,1.0,5,3,0.85
62491,Laventie,62,4969,False,2.7,1.0,2.7,1.0,2.5,1.0,2.1,1.0,3.1,1.0,3.7,1.0,7,7,1.41
62497,Leforest,62,7179,False,1.9,1.0,1.6,1.0,1.6,1.0,1.7,1.0,2.1,1.0,5.0,2.1,7,10,1.39
62498,Lens,62,32618,False,2.3,1.0,1.5,1.0,1.5,1.0,2.1,1.0,2.5,1.0,7.0,4.2,7,143,4.38
62502,Lestrem,62,5073,False,6.2,2.5,5.3,1.0,3.9,1.0,3.9,1.0,4.1,1.0,11.4,7.8,5,9,1.77
62907,Libercourt,62,8138,False,2.3,1.0,1.7,1.0,1.9,1.0,2.3,1.0,2.3,1.0,6.5,3.9,6,14,1.72
62516,Lillers,62,9988,False,2.3,1.0,2.1,1.0,2.0,1.0,3.1,1.0,2.7,1.0,4.0,1.0,7,21,2.1
62510,Liévin,62,30149,False,2.2,1.0,1.6,1.0,1.7,1.0,2.3,1.0,2.6,1.0,4.4,1.0,7,65,2.16
62520,Locon,62,2342,False,5.2,2.4,2.1,1.0,2.1,1.0,2.1,1.0,5.8,3.1,7.2,4.3,4,2,0.85
62523,Loison-sous-Lens,62,5255,False,2.6,1.0,1.7,1.0,1.5,1.0,2.9,1.0,2.6,1.0,6.9,2.9,6,10,1.9
62525,Longuenesse,62,10568,False,2.1,1.0,2.2,1.0,1.4,1.0,2.1,1.0,2.6,1.0,4.5,1.0,6,16,1.51
62528,Loos-en-Gohelle,62,6896,False,2.2,1.0,3.6,1.0,1.7,1.0,2.3,1.0,2.5,1.0,7.7,3.9,7,13,1.89
62529,Lorgies,62,1609,False,5.5,2.3,1.7,1.0,3.0,1.0,5.0,1.9,4.8,1.5,10.7,8.0,1,2,1.24
62540,Maisnil-lès-Ruitz,62,1691,False,4.5,3.1,4.6,3.0,5.0,3.8,4.5,3.3,5.1,4.3,5.5,4.4,0,1,0.59
62543,Mametz,62,1998,False,5.9,2.3,1.8,1.0,2.1,1.0,2.2,1.0,1.8,1.0,11.4,9.4,5,2,1.0
62557,Marœuil,62,2441,False,2.7,1.0,6.2,4.5,1.5,1.0,5.8,3.7,1.7,1.0,2.5,1.0,4,4,1.64
62563,Mazingarbe,62,8068,False,2.9,1.0,2.7,1.0,1.6,1.0,3.1,1.0,2.1,1.0,8.7,6.2,7,12,1.49
62573,Meurchin,62,3717,False,2.2,1.0,1.5,1.0,1.6,1.0,4.7,3.0,1.8,1.0,9.6,6.9,5,4,1.08
62584,Mont-Bernanchon,62,1316,False,7.5,3.9,2.4,1.0,4.6,1.0,4.5,1.0,7.1,4.4,9.3,5.6,1,1,0.76
62587,Montigny-en-Gohelle,62,9870,False,2.7,1.0,1.8,1.0,1.3,1.0,2.6,1.0,2.1,1.0,6.0,3.9,6,6,0.61
62570,Méricourt,62,11431,False,2.9,1.0,1.5,1.0,1.7,1.0,4.3,1.8,2.9,1.0,6.0,3.3,6,8,0.7
62606,Neuve-Chapelle,62,1419,False,7.0,5.6,3.6,2.3,1.3,1.0,3.7,1.7,5.9,4.6,9.1,7.2,1,1,0.7
62609,Neuville-Saint-Vaast,62,1603,False,5.3,3.0,6.2,4.0,1.4,1.0,5.0,3.2,1.3,1.0,6.1,3.8,3,0,0.0
62620,Norrent-Fontes,62,1362,False,5.2,3.5,4.1,1.5,1.7,1.0,5.4,4.3,1.5,1.0,6.5,4.5,4,0,0.0
62624,Noyelles-Godault,62,5906,False,3.3,1.0,1.8,1.0,1.5,1.0,3.3,1.0,1.6,1.0,6.2,4.4,7,42,7.11
62626,Noyelles-lès-Vermelles,62,2294,False,2.8,1.0,4.4,2.9,3.0,1.5,1.8,1.0,1.6,1.0,9.1,7.1,3,2,0.87
62628,Noyelles-sous-Lens,62,6659,False,2.5,1.0,1.4,1.0,1.5,1.0,2.4,1.0,2.1,1.0,4.2,1.0,5,6,0.9
62617,Nœux-les-Mines,62,11520,False,1.9,1.0,1.5,1.0,1.3,1.0,1.6,1.0,2.3,1.0,4.1,1.0,7,26,2.26
