code_insee,commune,dep,PMUN,dans_MEL,actifs_occupes,navetteurs_mel_nb,navetteurs_lille_nb,part_actifs_vers_mel_pct,part_actifs_vers_lille_pct,part_actifs_travail_sur_place_pct,part_actifs_navette_hors_mel_pct
62178,Bruay-la-Buissière,62,21827,False,7163.0,362.0,149.0,5.1,2.1,33.0,61.9
62181,Bucquoy,62,1480,False,658.0,35.0,15.0,5.3,2.3,14.3,80.4
62186,Bully-les-Mines,62,12221,False,4405.0,332.0,120.0,7.5,2.7,19.0,73.5
62188,Burbure,62,2819,False,1162.0,71.0,5.0,6.1,0.4,13.2,80.7
62190,Busnes,62,1245,False,529.0,30.0,20.0,5.7,3.8,12.4,81.9
62119,Béthune,62,24992,False,9131.0,1163.0,552.0,12.7,6.0,37.3,50.0
62193,Calais,62,67380,False,22621.0,530.0,315.0,2.3,1.4,66.6,31.1
62194,Calonne-Ricouart,62,5463,False,1777.0,97.0,51.0,5.4,2.9,18.7,75.9
62195,Calonne-sur-la-Lys,62,1560,False,685.0,113.0,44.0,16.5,6.5,18.5,65.0
62200,Cambrin,62,1228,False,566.0,148.0,61.0,26.1,10.8,16.2,57.7
62215,Carvin,62,17852,False,6965.0,2708.0,732.0,38.9,10.5,22.6,38.5
62224,Chocques,62,2824,False,1152.0,120.0,65.0,10.4,5.6,11.4,78.2
62240,Corbehem,62,2266,False,845.0,89.0,39.0,10.6,4.7,8.2,81.2
62249,Courcelles-lès-Lens,62,8213,False,2806.0,644.0,247.0,23.0,8.8,13.2,63.8
62250,Courrières,62,10199,False,3750.0,919.0,334.0,24.5,8.9,18.1,57.4
62262,Cuinchy,62,1754,False,720.0,224.0,95.0,31.1,13.2,7.5,61.4
62263,Dainville,62,5703,False,2164.0,150.0,75.0,6.9,3.5,15.4,77.7
62274,Dourges,62,5997,False,2500.0,579.0,218.0,23.1,8.7,15.6,61.3
62276,Douvrin,62,5795,False,2543.0,1048.0,373.0,41.2,14.7,18.8,40.0
62277,Drocourt,62,2943,False,1203.0,197.0,91.0,16.4,7.5,8.8,74.8
62279,Duisans,62,1383,False,629.0,51.0,20.0,8.1,3.2,11.3,80.6
62310,Essars,62,1755,False,760.0,108.0,44.0,14.3,5.8,6.6,79.1
62311,Estevelles,62,2024,False,849.0,298.0,79.0,35.1,9.3,9.4,55.5
62323,Fampoux,62,1219,False,559.0,46.0,21.0,8.3,3.7,11.9,79.8
62330,Festubert,62,1266,False,582.0,164.0,38.0,28.2,6.6,17.7,54.1
62331,Feuchy,62,1015,False,485.0,61.0,20.0,12.5,4.2,13.6,73.9
62338,Fleurbaix,62,2862,False,1286.0,781.0,313.0,60.7,24.3,16.8,22.5
62349,Fouquereuil,62,1632,False,738.0,61.0,10.0,8.2,1.4,5.5,86.3
62350,Fouquières-lès-Béthune,62,1115,False,401.0,29.0,15.0,7.3,3.7,6.7,86.0
62351,Fouquières-lès-Lens,62,6233,False,2180.0,334.0,121.0,15.3,5.6,13.1,71.6
62371,Givenchy-en-Gohelle,62,2026,False,887.0,87.0,29.0,9.8,3.3,10.3,79.9
62373,Givenchy-lès-la-Bassée,62,1006,False,418.0,147.0,46.0,35.2,10.9,8.3,56.5
62376,Gonnehem,62,2507,False,1044.0,125.0,45.0,12.0,4.3,8.6,79.4
62383,Gouy-sous-Bellonne,62,1396,False,579.0,92.0,51.0,15.8,8.8,6.3,77.9
62386,Grenay,62,6704,False,2167.0,174.0,55.0,8.0,2.5,16.3,75.7
62391,Guarbecque,62,1369,False,484.0,50.0,26.0,10.3,5.3,5.1,84.6
62400,Haillicourt,62,4884,False,1582.0,117.0,50.0,7.4,3.2,13.5,79.1
62401,Haisnes,62,4427,False,1737.0,707.0,260.0,40.7,15.0,10.7,48.6
62412,Hardinghen,62,1219,False,492.0,40.0,20.0,8.1,4.1,17.9,74.0
62413,Harnes,62,12317,False,4357.0,717.0,242.0,16.5,5.6,18.8,64.7
62443,Hersin-Coupigny,62,6147,False,2319.0,210.0,80.0,9.1,3.4,16.3,74.6
62452,Heuringhem,62,1379,False,605.0,31.0,10.0,5.1,1.7,10.2,84.7
62454,Hinges,62,2417,False,1091.0,136.0,36.0,12.4,3.3,10.4,77.2
62457,Houdain,62,7030,False,2331.0,119.0,55.0,5.1,2.4,18.1,76.8
62464,Hulluch,62,3367,False,1349.0,313.0,104.0,23.2,7.7,11.4,65.4
62427,Hénin-Beaumont,62,26035,False,9710.0,2026.0,723.0,20.9,7.4,27.2,51.9
62476,Izel-lès-Équerchin,62,1058,False,458.0,41.0,21.0,8.9,4.5,7.9,83.2
62252,La Couture,62,2616,False,1140.0,320.0,96.0,28.1,8.4,20.1,51.8
62479,Labeuvrière,62,1654,False,703.0,85.0,45.0,12.1,6.4,9.4,78.5
62480,Labourse,62,2894,False,1270.0,165.0,49.0,13.0,3.9,13.2,73.8
62489,Lapugnoy,62,3518,False,1447.0,91.0,46.0,6.3,3.1,16.5,77.2
62491,Laventie,62,4969,False,1994.0,998.0,289.0,50.0,14.5,17.8,32.2
62497,Leforest,62,7179,False,2706.0,657.0,211.0,24.3,7.8,16.6,59.1
62498,Lens,62,32618,False,10349.0,1145.0,504.0,11.1,4.9,34.6,54.3
62502,Lestrem,62,5073,False,2281.0,624.0,219.0,27.4,9.6,23.6,49.0
62907,Libercourt,62,8138,False,2621.0,1103.0,283.0,42.1,10.8,17.1,40.8
62516,Lillers,62,9988,False,3603.0,183.0,82.0,5.1,2.3,27.4,67.5
62510,Liévin,62,30149,False,9885.0,833.0,285.0,8.4,2.9,30.7,60.9
62520,Locon,62,2342,False,1075.0,234.0,94.0,21.7,8.8,11.5,66.8
62523,Loison-sous-Lens,62,5255,False,1868.0,247.0,111.0,13.2,5.9,14.3,72.5
62525,Longuenesse,62,10568,False,3137.0,138.0,73.0,4.4,2.3,25.6,70.0
62528,Loos-en-Gohelle,62,6896,False,2530.0,327.0,131.0,12.9,5.2,15.1,72.0
62529,Lorgies,62,1609,False,824.0,377.0,119.0,45.8,14.5,14.8,39.4
62540,Maisnil-lès-Ruitz,62,1691,False,776.0,77.0,15.0,9.9,1.9,10.5,79.6
62543,Mametz,62,1998,False,753.0,45.0,20.0,5.9,2.7,10.8,83.3
62557,Marœuil,62,2441,False,1071.0,76.0,40.0,7.1,3.8,10.8,82.1
62563,Mazingarbe,62,8068,False,2873.0,286.0,65.0,9.9,2.3,12.6,77.5
62573,Meurchin,62,3717,False,1557.0,566.0,175.0,36.4,11.3,10.6,53.0
62584,Mont-Bernanchon,62,1316,False,566.0,44.0,15.0,7.8,2.6,10.4,81.8
62587,Montigny-en-Gohelle,62,9870,False,3109.0,660.0,238.0,21.2,7.7,13.4,65.4
62570,Méricourt,62,11431,False,3733.0,399.0,136.0,10.7,3.7,16.3,73.0
62606,Neuve-Chapelle,62,1419,False,727.0,348.0,138.0,47.9,19.0,9.8,42.3
62609,Neuville-Saint-Vaast,62,1603,False,674.0,49.0,20.0,7.3,2.9,13.9,78.8
62620,Norrent-Fontes,62,1362,False,520.0,34.0,10.0,6.6,1.8,12.7,80.7
62624,Noyelles-Godault,62,5906,False,2207.0,400.0,177.0,18.1,8.0,13.0,68.9
62626,Noyelles-lès-Vermelles,62,2294,False,801.0,146.0,50.0,18.3,6.3,11.3,70.4
62628,Noyelles-sous-Lens,62,6659,False,2309.0,244.0,78.0,10.5,3.4,16.2,73.3
62617,Nœux-les-Mines,62,11520,False,3982.0,276.0,84.0,6.9,2.1,22.7,70.4
62637,Oignies,62,10210,False,3466.0,1094.0,351.0,31.6,10.1,16.4,52.0
62638,Oisy-le-Verger,62,1188,False,525.0,30.0,10.0,5.6,1.9,12.1,82.3
62666,Pont-à-Vendin,62,3136,False,1382.0,401.0,113.0,29.0,8.2,12.5,58.5
62684,Racquinghem,62,2214,False,1000.0,93.0,74.0,9.3,7.4,11.1,79.6
62693,Rebreuve-Ranchicourt,62,1071,False,513.0,40.0,20.0,7.8,3.9,15.5,76.7
62706,Richebourg,62,2618,False,1139.0,524.0,144.0,46.0,12.6,13.6,40.4
62712,Rivière,62,1124,False,464.0,31.0,21.0,6.7,4.4,12.2,81.1
62713,Robecq,62,1329,False,549.0,73.0,20.0,13.3,3.6,12.6,74.1
62724,Rouvroy,62,8797,False,3161.0,397.0,108.0,12.6,3.4,18.1,69.3
62727,Ruitz,62,1509,False,660.0,60.0,25.0,9.0,3.8,18.0,73.0
62718,Rœux,62,1390,False,626.0,100.0,15.0,16.0,2.3,12.0,72.0
62735,Sailly-Labourse,62,2577,False,1054.0,132.0,50.0,12.5,4.7,18.2,69.3
62736,Sailly-sur-la-Lys,62,3883,False,1613.0,938.0,245.0,58.2,15.2,13.8,28.0
62737,Sains-en-Gohelle,62,5995,False,2324.0,193.0,44.0,8.3,1.9,13.6,78.1
62753,Saint-Laurent-Blangy,62,6507,False,2821.0,157.0,71.0,5.6,2.5,20.7,73.7
62764,Saint-Nicolas,62,4603,False,1734.0,108.0,46.0,6.2,2.6,11.6,82.2
62765,Saint-Omer,62,14661,False,5416.0,237.0,126.0,4.4,2.3,34.9,60.7
62770,Saint-Venant,62,3022,False,1061.0,111.0,25.0,10.5,2.4,27.9,61.6
62744,Sainte-Catherine,62,3594,False,1404.0,127.0,53.0,9.1,3.7,9.9,81.0
62771,Sallaumines,62,9650,False,2635.0,383.0,161.0,14.5,6.1,17.0,68.5
62793,Servins,62,1134,False,541.0,75.0,20.0,13.9,3.7,15.8,70.3
62801,Souchez,62,2658,False,1154.0,96.0,40.0,8.3,3.5,14.0,77.7
62810,Thélus,62,1271,False,631.0,69.0,20.0,10.9,3.1,11.7,77.4
62817,Tilloy-lès-Mofflaines,62,1519,False,631.0,34.0,19.0,5.4,3.1,15.9,78.7
62836,Vaudricourt,62,1104,False,494.0,34.0,14.0,6.8,2.9,9.6,83.6
62842,Vendin-le-Vieil,62,8381,False,3270.0,647.0,246.0,19.8,7.5,22.6,57.6
62841,Vendin-lès-Béthune,62,2393,False,907.0,78.0,29.0,8.6,3.2,15.0,76.4
62846,Vermelles,62,4748,False,1964.0,355.0,115.0,18.1,5.9,16.5,65.4
62847,Verquigneul,62,2016,False,835.0,109.0,40.0,13.0,4.7,16.6,70.4
62848,Verquin,62,3459,False,1376.0,114.0,50.0,8.3,3.6,11.6,80.1
62861,Vimy,62,4307,False,1828.0,146.0,60.0,8.0,3.3,18.3,73.7
62863,Violaines,62,3831,False,1783.0,802.0,261.0,45.0,14.6,12.3,42.7
62865,Vitry-en-Artois,62,4787,False,2009.0,183.0,74.0,9.1,3.7,22.1,68.8
62869,Wailly,62,1081,False,446.0,35.0,20.0,7.8,4.4,6.6,85.6
62875,Wardrecques,62,1346,False,556.0,30.0,25.0,5.4,4.4,17.4,77.2
62895,Wingles,62,8742,False,3345.0,920.0,235.0,27.5,7.0,19.9,52.6
62905,Zudausques,62,1040,False,514.0,27.0,16.0,5.2,3.1,18.6,76.2
62284,Écourt-Saint-Quentin,62,1691,False,636.0,45.0,20.0,7.0,3.1,14.8,78.2
62291,Éleu-dit-Leauwette,62,2829,False,1033.0,164.0,70.0,15.9,6.8,6.2,77.9
62321,Évin-Malmaison,62,4674,False,1739.0,494.0,170.0,28.4,9.8,12.7,58.9
