code_insee,commune,dep,PMUN,dans_MEL,cambriolages_taux,degradations_taux,violences_hors_famille_taux,vols_dans_vehicules_taux,vols_de_vehicule_taux,vols_sans_violence_taux,cambriolages_taux_2024,degradations_taux_2024,violences_hors_famille_taux_2024,vols_dans_vehicules_taux_2024,vols_de_vehicule_taux_2024,vols_sans_violence_taux_2024,securite_pct_estime
59491,Raismes,59,12055,False,6.3,12.7,3.86,3.28,2.84,3.91,7.39,13.03,4.26,2.95,3.52,4.1,0.0
59497,Renescure,59,2128,False,4.68,4.05,1.41,1.31,1.41,2.08,5.27,4.14,1.38,1.43,1.62,2.09,1.0
59499,Rexpoëde,59,1992,False,4.68,6.07,1.41,1.31,1.41,2.08,5.27,6.07,1.38,1.43,1.62,2.09,0.83
59501,Rieulay,59,1243,False,4.68,7.74,1.41,3.98,1.41,2.08,5.27,9.52,1.38,1.43,1.62,2.09,0.83
59502,Rieux-en-Cambrésis,59,1438,False,4.68,4.05,1.41,1.31,1.41,2.08,5.27,4.14,1.38,1.43,1.62,2.09,1.0
59507,Ronchin,59,19437,True,8.58,9.04,2.0,4.17,3.32,5.5,9.62,7.93,1.82,5.0,4.19,4.55,0.0
59508,Roncq,59,13784,True,8.23,8.68,2.07,6.86,4.66,10.78,12.1,8.45,2.27,4.83,5.47,8.38,0.0
59509,Roost-Warendin,59,5976,False,6.27,4.47,2.96,1.28,2.07,1.85,8.85,3.36,4.2,1.34,2.18,2.35,0.0
59511,Rosult,59,1973,False,10.76,4.05,1.41,1.31,1.41,2.08,13.15,4.14,1.38,1.43,1.62,2.09,0.83
59512,Roubaix,59,98892,True,9.62,14.19,6.56,9.89,3.82,14.85,10.05,13.45,6.9,11.11,3.76,12.41,0.0
59519,Rumegies,59,1740,False,4.68,3.48,1.41,1.31,1.41,2.08,5.27,3.48,1.38,1.43,1.62,2.09,0.83
59486,Râches,59,2660,False,10.24,6.01,1.41,1.95,1.41,2.03,9.96,4.87,1.38,3.37,1.62,2.09,0.5
59504,Rœulx,59,3779,False,4.69,5.87,1.41,1.72,1.41,1.83,5.27,7.75,1.38,1.43,1.62,1.34,0.67
59522,Sailly-lez-Lannoy,59,1949,True,14.85,4.12,1.41,1.31,4.33,2.95,12.38,4.16,1.38,1.43,4.68,2.09,0.5
59523,Sainghin-en-Mélantois,59,2848,True,10.31,5.51,1.41,1.31,3.87,4.57,16.23,5.28,1.38,1.43,5.28,4.93,0.33
59524,Sainghin-en-Weppes,59,5641,True,4.03,4.08,1.36,1.19,3.07,2.36,4.91,4.97,1.24,1.43,4.43,2.48,0.17
59526,Saint-Amand-les-Eaux,59,15980,False,2.78,11.71,3.12,2.79,2.36,6.25,4.1,12.96,2.44,1.57,2.75,5.51,0.0
59527,Saint-André-lez-Lille,59,12942,True,6.56,6.44,2.24,5.57,3.78,5.23,6.87,7.25,1.89,5.82,4.01,5.82,0.0
59535,Saint-Jans-Cappel,59,1642,False,7.44,4.48,1.41,1.31,1.41,2.08,5.27,5.63,1.38,1.43,1.62,2.09,0.83
59544,Saint-Saulve,59,11117,False,3.8,7.45,1.91,1.43,1.52,3.55,4.11,7.58,2.56,1.1,1.92,3.56,0.0
59546,Saint-Sylvestre-Cappel,59,1154,False,4.68,4.05,0.0,1.31,1.41,2.08,5.27,4.14,0.0,1.43,1.62,2.09,0.83
59550,Salomé,59,3051,True,4.68,6.0,1.41,1.31,1.41,3.28,5.27,6.29,1.38,1.43,1.62,1.89,0.67
59551,Saméon,59,1738,False,4.68,4.05,1.41,1.31,0.54,2.08,5.27,4.14,1.38,1.43,1.62,2.09,1.0
59553,Santes,59,5660,True,6.72,4.54,1.41,1.54,2.71,2.71,7.41,4.95,1.38,1.43,2.48,1.77,0.33
59557,Saultain,59,2553,False,5.75,6.38,1.41,1.31,2.66,2.28,6.03,5.6,1.38,1.43,1.62,2.0,0.5
59559,Sebourg,59,1977,False,4.68,3.55,1.41,1.31,1.41,2.08,5.27,4.07,1.38,1.43,1.62,2.09,0.83
59560,Seclin,59,12834,True,8.43,15.38,4.98,19.22,5.18,10.11,6.91,14.93,5.5,20.06,6.11,11.31,0.0
59566,Sequedin,59,4762,True,10.86,9.81,7.16,5.05,2.78,2.99,11.41,10.7,3.85,6.42,3.64,4.06,0.0
59569,Sin-le-Noble,59,15603,False,7.85,11.11,3.78,3.49,2.64,5.91,7.71,9.21,4.17,5.29,3.23,5.35,0.0
59574,Somain,59,11790,False,3.79,12.98,4.4,3.53,2.26,6.89,3.98,12.83,3.4,3.82,2.46,6.46,0.0
59578,Steenbecque,59,1650,False,4.68,4.05,1.41,1.31,1.41,2.08,5.27,4.14,1.38,1.43,1.62,2.09,1.0
59580,Steenvoorde,59,4324,False,5.81,5.7,1.41,1.93,1.41,2.83,5.32,6.93,1.38,2.77,1.62,2.77,0.33
59581,Steenwerck,59,3540,False,6.82,6.56,1.41,1.31,1.35,2.08,5.94,4.93,1.38,1.43,1.45,2.09,0.5
59585,Templemars,59,3635,True,10.57,8.66,1.41,2.65,4.19,3.37,10.95,9.27,1.38,2.18,3.54,3.82,0.17
59586,Templeuve-en-Pévèle,59,6705,False,3.84,6.13,1.82,1.13,1.45,4.57,2.8,6.11,1.53,1.11,2.22,2.5,0.0
59592,Thumeries,59,4029,False,4.99,5.55,1.41,1.31,1.43,3.3,5.18,5.52,1.38,1.43,1.62,2.64,0.5
59594,Thun-Saint-Amand,59,1110,False,4.68,4.05,1.41,1.31,1.41,2.08,5.27,4.14,1.38,1.43,1.62,2.09,1.0
59598,Toufflers,59,3910,True,9.37,5.39,1.41,4.97,5.05,2.53,7.77,4.55,1.38,3.79,4.04,1.77,0.17
59599,Tourcoing,59,99011,True,7.31,10.62,4.55,5.82,3.66,9.29,6.73,10.57,5.04,6.86,3.85,8.22,0.0
59602,Tressin,59,1395,True,18.82,4.05,1.41,1.31,1.41,2.08,12.75,4.14,1.38,1.43,1.62,2.09,0.83
59603,Trith-Saint-Léger,59,6124,False,3.61,9.17,4.19,3.81,1.49,4.64,3.05,9.64,3.32,5.65,1.33,4.65,0.0
59588,Téteghem-Coudekerque-Village,59,8384,False,7.49,4.89,1.45,1.21,1.41,2.22,13.89,4.61,0.97,1.21,1.62,2.67,0.17
59606,Valenciennes,59,42991,False,5.19,14.34,9.11,7.92,2.63,17.74,3.31,13.85,9.29,5.8,2.76,16.03,0.0
59609,Vendeville,59,1546,True,13.15,6.3,1.41,1.31,2.68,2.08,11.27,6.05,1.38,1.43,5.44,2.09,0.5
59610,Verchain-Maugré,59,1102,False,4.68,4.05,0.95,1.31,1.41,2.08,5.27,4.14,0.0,1.43,1.62,2.09,0.83
59611,Verlinghem,59,2673,True,12.29,4.6,1.41,1.31,4.6,3.41,15.8,8.2,1.38,1.43,5.22,4.1,0.33
59615,Vieux-Berquin,59,2649,False,4.68,3.4,1.41,1.31,1.41,2.08,5.27,4.14,1.38,1.43,1.62,2.09,1.0
59616,Vieux-Condé,59,10446,False,5.76,7.23,2.02,1.2,1.64,2.72,4.11,7.25,2.17,1.32,1.88,2.17,0.0
59009,Villeneuve-d'Ascq,59,62067,True,8.74,11.07,2.89,10.85,5.85,10.49,8.55,10.5,2.83,9.89,6.74,10.4,0.0
59622,Villers-en-Cauchies,59,1161,False,4.68,4.99,1.41,1.31,1.41,2.08,5.27,6.95,1.38,1.43,1.62,2.09,0.83
59629,Vred,59,1311,False,4.68,6.64,0.95,1.31,1.41,2.08,5.27,5.38,0.0,1.43,1.62,2.09,0.67
59630,Wahagnies,59,2605,False,6.67,6.26,2.61,1.31,1.41,3.99,6.98,7.27,4.98,1.43,1.62,3.06,0.33
59632,Wallers,59,5598,False,4.67,6.99,1.72,2.37,2.31,2.9,4.4,5.86,1.78,2.84,3.02,2.49,0.0
59636,Wambrechies,59,10798,True,8.17,5.82,1.21,4.03,3.91,5.94,8.44,5.45,1.27,3.63,4.27,4.99,0.0
59637,Wandignies-Hamage,59,1318,False,4.68,4.35,1.41,1.31,1.41,2.08,5.27,4.61,1.38,1.43,1.62,2.09,0.83
59638,Wannehain,59,1331,False,4.68,4.05,1.41,1.31,1.41,2.08,5.27,4.14,1.38,1.43,1.62,2.09,1.0
59639,Wargnies-le-Grand,59,1101,False,4.68,4.05,1.41,1.31,1.41,2.08,5.27,4.14,1.38,1.43,1.62,2.09,1.0
59641,Warhem,59,2022,False,4.68,3.85,1.41,0.83,1.41,2.08,5.27,4.14,1.38,0.0,1.62,2.09,0.83
59646,Wasquehal,59,20836,True,12.42,7.36,2.27,9.9,3.64,7.29,9.69,7.58,2.36,11.1,4.2,5.98,0.0
59647,Watten,59,2577,False,4.68,6.5,1.41,1.31,1.41,2.89,5.27,7.8,1.38,1.43,1.62,4.68,0.67
59648,Wattignies,59,15531,True,8.78,8.7,2.46,3.99,4.13,6.98,10.26,7.92,2.38,3.09,4.19,5.67,0.0
59650,Wattrelos,59,40836,True,8.59,11.9,2.81,4.75,6.18,5.14,8.97,12.09,2.6,5.17,6.78,4.46,0.0
59651,Wavrechain-sous-Denain,59,1616,False,4.68,11.88,1.41,1.31,1.41,2.08,5.27,18.14,1.38,1.43,1.62,2.09,0.83
59653,Wavrin,59,7773,True,4.08,8.33,2.06,1.55,2.53,4.85,3.5,7.73,1.8,2.32,3.87,6.19,0.0
59654,Waziers,59,7354,False,8.33,8.88,4.12,3.89,2.84,3.66,7.56,8.4,4.82,3.85,3.58,3.44,0.0
59656,Wervicq-Sud,59,5299,True,4.92,5.46,1.56,1.53,3.13,3.13,5.21,6.63,1.84,1.47,5.53,2.76,0.0
59660,Willems,59,2996,True,8.91,6.21,1.41,1.31,2.45,3.39,7.08,5.44,1.38,1.43,4.76,2.38,0.33
59662,Winnezeele,59,1300,False,4.68,4.05,1.41,1.31,1.41,1.4,5.27,4.14,1.38,1.43,1.62,2.09,1.0
59663,Wormhout,59,5705,False,4.08,7.32,3.57,1.31,1.41,3.8,3.55,6.45,3.4,1.43,1.62,2.69,0.33
59185,Écaillon,59,1910,False,4.68,9.24,1.41,1.31,1.41,3.2,5.27,9.1,1.38,1.43,1.62,2.68,0.67
62004,Achicourt,62,7938,False,4.92,8.93,3.72,1.73,1.69,3.76,4.83,10.42,4.06,1.91,2.54,3.81,0.0
62013,Agny,62,1879,False,3.88,6.42,1.67,1.3,1.12,2.23,4.05,8.02,1.75,1.44,1.35,2.24,0.83
62014,Aire-sur-la-Lys,62,9585,False,4.23,8.73,5.04,1.3,0.97,6.33,2.75,8.96,4.06,1.44,1.04,6.46,0.17
62019,Aix-Noulette,62,3913,False,6.74,6.83,3.5,4.27,1.12,2.82,7.87,5.64,2.56,6.41,1.35,2.56,0.17
62032,Angres,62,4842,False,5.35,5.92,2.78,1.3,1.12,2.07,4.38,6.03,2.37,1.44,1.35,1.08,0.33
62033,Annay,62,4517,False,6.74,5.77,2.12,1.3,1.75,2.12,10.12,5.69,1.97,1.44,1.75,2.41,0.17
62034,Annequin,62,2145,False,4.91,4.83,1.67,1.3,1.12,2.24,4.05,4.22,1.75,1.44,1.35,2.24,0.83
62035,Annezin,62,5813,False,3.42,7.84,2.23,1.49,1.12,2.75,3.3,7.21,2.23,1.55,1.35,3.43,0.17
62037,Anzin-Saint-Aubin,62,2806,False,10.82,4.12,1.67,1.3,1.12,2.47,17.27,3.18,1.75,1.44,1.35,2.82,0.5
62040,Arques,62,9655,False,4.23,11.48,3.49,2.36,1.06,3.31,6.46,10.5,2.86,1.8,1.17,3.18,0.0
62041,Arras,62,42600,False,3.64,14.5,7.95,2.35,1.78,12.06,3.3,13.76,7.84,1.82,1.49,11.31,0.0
62042,Athies,62,1059,False,3.88,4.29,1.67,1.3,1.12,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62048,Auchel,62,10062,False,1.89,14.13,5.42,1.29,0.6,4.03,2.23,13.53,3.28,1.69,0.6,4.38,0.0
62051,Auchy-les-Mines,62,4623,False,3.96,9.07,3.1,1.51,1.12,6.26,6.43,6.7,3.46,1.3,1.35,9.3,0.17
62065,Avion,62,17672,False,7.51,11.29,4.42,1.74,2.46,3.76,8.23,11.87,4.53,1.72,2.29,3.61,0.0
62073,Bailleul-Sir-Berthoult,62,1430,False,3.88,6.79,1.67,1.3,1.12,2.23,4.05,11.9,1.75,1.44,1.35,2.24,0.83
62083,Barlin,62,7366,False,4.87,10.78,4.18,2.91,1.05,3.55,2.25,10.23,3.27,2.59,1.09,3.0,0.0
62099,Beaurains,62,5515,False,4.13,8.65,2.82,1.32,1.8,4.51,5.63,6.3,3.06,0.9,2.16,4.5,0.0
62471,Bellinghem,62,1087,False,3.88,4.2,1.67,0.0,0.82,1.47,4.05,4.15,1.75,0.0,1.35,2.24,0.83
62126,Beuvry,62,9111,False,5.61,10.26,6.3,1.71,2.08,5.36,4.55,12.73,6.42,0.87,2.18,4.24,0.0
62128,Biache-Saint-Vaast,62,4481,False,3.88,4.03,2.06,1.3,1.97,2.79,4.05,5.25,1.31,1.44,3.06,1.97,0.33
62132,Billy-Berclau,62,5059,False,3.88,5.37,1.96,1.3,1.22,2.42,4.05,6.87,2.75,1.44,1.35,3.73,0.5
62133,Billy-Montigny,62,8117,False,8.27,14.76,6.32,3.56,2.43,4.77,9.98,14.62,6.8,3.91,2.52,5.8,0.0
62160,Boulogne-sur-Mer,62,40910,False,8.24,16.29,6.61,3.74,1.92,9.52,10.14,16.97,6.61,4.74,2.0,9.32,0.0
62164,Bourlon,62,1140,False,3.88,8.38,4.26,1.3,1.12,11.29,4.05,6.06,6.92,1.44,1.35,6.92,0.5
62170,Bouvigny-Boyeffles,62,2371,False,3.88,3.96,1.67,1.3,1.12,2.21,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62173,Brebières,62,5169,False,3.74,7.61,2.79,1.3,1.62,3.1,4.32,8.33,3.41,1.44,2.84,4.16,0.17
62178,Bruay-la-Buissière,62,21827,False,5.65,17.14,5.97,2.51,1.25,6.42,5.84,19.79,6.07,1.91,1.03,6.3,0.0
62181,Bucquoy,62,1480,False,3.88,4.2,1.67,1.3,1.12,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62186,Bully-les-Mines,62,12221,False,6.71,9.38,3.76,2.99,1.59,3.13,4.9,10.62,4.45,2.96,1.32,2.63,0.0
62188,Burbure,62,2819,False,3.88,6.59,1.67,1.3,1.12,2.23,4.05,9.53,1.75,1.44,1.35,2.24,0.83
62190,Busnes,62,1245,False,3.88,4.49,1.67,1.3,1.12,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62119,Béthune,62,24992,False,4.3,16.21,8.14,2.15,1.36,11.57,5.44,16.37,8.72,1.74,1.63,12.13,0.0
62193,Calais,62,67380,False,3.24,13.48,7.23,6.82,1.28,8.51,2.77,14.15,8.23,5.42,1.27,9.06,0.0
62194,Calonne-Ricouart,62,5463,False,3.88,10.76,2.91,2.17,1.13,4.39,4.05,7.45,2.61,2.24,1.35,3.91,0.33
62195,Calonne-sur-la-Lys,62,1560,False,3.88,4.2,1.67,1.3,1.12,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62200,Cambrin,62,1228,False,3.88,5.56,1.67,1.3,1.12,2.23,4.05,4.75,1.75,1.44,1.35,2.24,0.83
62215,Carvin,62,17852,False,7.61,10.52,2.81,4.7,3.25,5.93,8.57,9.88,3.18,5.36,4.19,5.42,0.0
62224,Chocques,62,2824,False,3.88,5.6,1.67,1.3,1.12,2.33,4.05,3.95,1.75,1.44,1.35,2.51,0.67
62240,Corbehem,62,2266,False,3.88,4.27,1.67,1.3,1.12,2.23,4.05,2.66,1.75,1.44,1.35,2.24,0.83
62249,Courcelles-lès-Lens,62,8213,False,6.47,9.0,3.13,3.6,2.88,3.55,7.9,8.17,3.58,3.58,3.07,2.94,0.0
62250,Courrières,62,10199,False,8.08,10.62,2.75,3.08,2.62,4.13,6.17,11.79,3.05,2.36,2.75,4.23,0.0
62262,Cuinchy,62,1754,False,5.0,6.91,1.67,1.3,1.12,2.23,4.05,6.73,1.75,1.44,1.35,2.24,0.83
62263,Dainville,62,5703,False,7.28,6.73,3.16,1.41,1.3,5.33,9.96,8.8,3.7,1.06,2.11,7.39,0.0
62274,Dourges,62,5997,False,6.3,11.29,4.35,4.09,2.01,2.56,8.7,10.43,4.4,4.72,3.42,1.95,0.0
62276,Douvrin,62,5795,False,3.95,7.3,2.68,1.88,1.94,4.22,4.74,6.99,1.7,1.19,2.05,4.77,0.0
62277,Drocourt,62,2943,False,8.21,8.38,2.85,2.98,1.12,2.33,10.77,9.19,1.75,6.46,1.35,2.24,0.5
62279,Duisans,62,1383,False,3.88,5.72,1.67,1.3,1.12,2.23,4.05,7.86,1.75,1.44,1.35,2.24,0.83
62310,Essars,62,1755,False,3.88,4.74,1.67,0.97,1.12,2.23,4.05,4.56,1.75,1.44,1.35,2.24,0.83
62311,Estevelles,62,2024,False,6.01,3.9,1.67,1.3,1.12,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62323,Fampoux,62,1219,False,3.88,4.2,1.67,1.3,1.12,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62330,Festubert,62,1266,False,3.88,4.2,1.67,1.3,1.12,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62331,Feuchy,62,1015,False,3.88,4.69,1.67,1.3,1.12,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62338,Fleurbaix,62,2862,False,15.3,3.61,1.67,1.3,1.12,2.15,12.66,2.38,1.75,1.44,1.35,2.24,0.67
62349,Fouquereuil,62,1632,False,3.88,4.97,1.67,1.3,0.0,2.23,4.05,3.68,1.75,1.44,0.0,2.24,0.67
62350,Fouquières-lès-Béthune,62,1115,False,3.88,9.93,1.67,1.3,1.12,12.92,4.05,12.64,1.75,1.44,1.35,13.54,0.67
62351,Fouquières-lès-Lens,62,6233,False,10.11,7.81,3.5,2.19,2.84,2.9,9.98,9.04,4.44,2.3,3.12,2.96,0.0
62371,Givenchy-en-Gohelle,62,2026,False,5.09,5.81,1.67,1.3,1.12,2.23,7.67,6.76,1.75,1.44,1.35,2.24,0.67
62373,Givenchy-lès-la-Bassée,62,1006,False,3.88,4.2,1.67,1.3,1.12,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62376,Gonnehem,62,2507,False,3.88,2.9,1.67,1.3,1.12,2.3,4.05,1.98,1.75,1.44,1.35,2.24,0.83
62383,Gouy-sous-Bellonne,62,1396,False,3.88,4.2,1.67,0.82,1.12,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62386,Grenay,62,6704,False,7.33,10.97,5.51,3.46,1.4,3.36,6.03,10.39,5.57,3.16,0.9,3.61,0.0
62391,Guarbecque,62,1369,False,3.88,5.74,1.67,0.97,1.12,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62400,Haillicourt,62,4884,False,4.46,8.27,2.52,1.85,1.0,2.98,4.46,6.52,2.37,2.17,0.99,3.95,0.0
62401,Haisnes,62,4427,False,3.88,6.13,2.23,1.7,1.12,2.37,4.05,5.0,3.41,1.36,1.35,2.24,0.5
62412,Hardinghen,62,1219,False,3.88,4.2,1.67,1.3,1.12,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62413,Harnes,62,12317,False,7.09,8.6,3.62,3.02,1.74,3.48,7.33,8.57,4.82,3.67,1.8,3.1,0.0
62443,Hersin-Coupigny,62,6147,False,3.55,6.46,1.55,1.3,0.99,1.86,4.05,3.45,1.75,1.44,1.15,1.32,0.5
62452,Heuringhem,62,1379,False,3.88,4.2,0.51,1.3,0.0,2.23,4.05,4.15,0.0,1.44,0.0,2.24,0.67
62454,Hinges,62,2417,False,3.88,3.64,1.67,1.3,0.67,2.23,4.05,2.41,1.75,1.44,0.0,2.24,0.67
62457,Houdain,62,7030,False,7.24,8.19,2.87,1.49,1.25,9.27,8.87,7.06,3.17,1.87,1.01,3.31,0.0
62464,Hulluch,62,3367,False,6.1,8.8,2.97,2.77,1.52,1.98,4.75,8.31,2.37,1.48,1.35,2.67,0.17
62427,Hénin-Beaumont,62,26035,False,7.06,13.83,5.24,6.64,2.27,8.75,5.39,12.3,6.23,7.16,2.61,8.14,0.0
62476,Izel-lès-Équerchin,62,1058,False,3.88,4.29,1.67,1.3,1.12,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62252,La Couture,62,2616,False,3.88,3.59,1.67,1.3,1.12,2.23,4.05,2.32,1.75,1.44,1.35,2.24,0.83
62479,Labeuvrière,62,1654,False,3.88,4.2,1.67,1.3,0.3,2.23,4.05,4.15,1.75,1.44,0.0,2.24,0.83
62480,Labourse,62,2894,False,3.88,4.66,1.67,1.3,1.12,2.23,4.05,4.9,1.75,1.44,1.35,2.24,0.83
62489,Lapugnoy,62,3518,False,3.88,3.73,1.67,1.3,1.12,2.23,4.05,5.17,1.75,1.44,1.35,2.24,0.83
62491,Laventie,62,4969,False,4.03,4.24,1.83,1.36,1.55,3.04,2.79,3.97,2.18,1.44,2.78,2.78,0.17
62497,Leforest,62,7179,False,4.15,5.32,2.07,1.3,2.26,3.06,4.59,6.37,1.56,1.44,2.55,2.27,0.17
62498,Lens,62,32618,False,7.9,16.18,9.18,5.59,2.33,9.83,8.67,16.07,9.3,5.56,2.58,10.48,0.0
62502,Lestrem,62,5073,False,3.88,5.45,1.49,1.3,1.12,2.39,4.05,5.39,1.2,1.44,1.35,1.8,0.5
62907,Libercourt,62,8138,False,9.6,10.17,4.13,4.25,3.38,5.75,9.42,9.41,6.15,3.01,4.64,6.02,0.0
62516,Lillers,62,9988,False,3.29,11.74,4.77,1.21,1.12,4.51,1.82,15.4,5.3,1.18,1.35,4.81,0.17
62510,Liévin,62,30149,False,5.7,11.21,7.05,2.9,1.81,6.01,6.4,10.94,7.62,3.69,1.93,5.46,0.0
62520,Locon,62,2342,False,4.38,3.65,1.67,1.3,1.12,2.23,4.05,3.01,1.75,1.44,1.35,2.24,0.83
62523,Loison-sous-Lens,62,5255,False,10.29,11.39,6.76,7.6,3.35,7.98,7.1,10.25,5.42,12.19,2.9,8.51,0.0
62525,Longuenesse,62,10568,False,6.36,10.33,8.56,1.3,0.76,7.08,5.14,8.63,10.14,0.85,0.47,6.92,0.0
62528,Loos-en-Gohelle,62,6896,False,6.36,12.73,2.88,3.03,1.12,4.6,4.61,14.71,3.82,2.79,1.32,5.15,0.0
62529,Lorgies,62,1609,False,3.88,4.63,1.67,1.3,1.12,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62540,Maisnil-lès-Ruitz,62,1691,False,3.88,4.37,1.67,1.3,1.12,3.67,4.05,4.17,1.75,1.44,1.35,6.56,0.67
62543,Mametz,62,1998,False,3.88,5.4,1.67,1.3,1.12,2.23,4.05,3.04,1.75,1.44,1.35,2.24,0.83
62557,Marœuil,62,2441,False,6.08,3.3,0.51,1.3,1.12,2.23,5.21,4.13,0.0,1.44,1.35,2.24,0.5
62563,Mazingarbe,62,8068,False,5.13,10.16,3.7,2.92,1.99,2.32,5.7,9.98,3.29,3.04,2.07,1.95,0.0
62573,Meurchin,62,3717,False,3.75,5.5,1.67,1.3,1.54,2.23,3.67,5.42,1.75,1.44,1.35,2.24,0.67
62584,Mont-Bernanchon,62,1316,False,3.88,4.2,1.67,0.34,1.12,2.23,4.05,4.15,1.75,0.0,1.35,2.24,0.83
62587,Montigny-en-Gohelle,62,9870,False,6.89,9.57,3.02,2.4,2.13,2.88,5.94,9.65,2.46,1.85,2.77,2.67,0.0
62570,Méricourt,62,11431,False,13.36,9.26,2.87,2.12,2.67,3.04,15.41,8.0,3.44,2.07,3.36,3.27,0.0
62606,Neuve-Chapelle,62,1419,False,3.88,4.2,0.58,1.3,1.12,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62609,Neuville-Saint-Vaast,62,1603,False,9.15,4.25,1.67,1.3,1.12,2.23,9.6,4.3,1.75,1.44,1.35,2.24,0.67
62620,Norrent-Fontes,62,1362,False,3.88,5.81,1.67,1.3,0.67,2.23,4.05,6.52,1.75,1.44,0.0,2.24,0.67
62624,Noyelles-Godault,62,5906,False,8.79,17.44,6.02,18.17,3.57,20.52,9.04,19.02,7.01,23.02,4.67,21.02,0.0
62626,Noyelles-lès-Vermelles,62,2294,False,3.88,7.77,1.67,1.3,1.12,2.67,4.05,6.16,1.75,1.44,1.35,2.64,0.67
62628,Noyelles-sous-Lens,62,6659,False,17.64,8.6,3.56,2.05,1.91,3.17,13.23,9.05,4.81,2.48,2.77,3.06,0.0
62617,Nœux-les-Mines,62,11520,False,2.95,9.73,6.8,3.04,1.3,6.83,2.78,9.23,6.13,2.42,1.47,5.95,0.0
62637,Oignies,62,10210,False,8.04,8.31,4.33,1.91,2.01,3.72,5.43,8.14,3.87,2.71,2.42,4.75,0.0
62638,Oisy-le-Verger,62,1188,False,3.88,4.37,1.67,1.3,1.12,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62666,Pont-à-Vendin,62,3136,False,4.48,7.91,1.67,1.3,1.12,3.02,5.11,6.86,1.75,1.44,1.35,2.24,0.67
62684,Racquinghem,62,2214,False,3.88,4.0,1.67,1.3,1.12,2.23,4.05,3.54,1.75,1.44,1.35,2.24,0.83
62693,Rebreuve-Ranchicourt,62,1071,False,3.88,4.2,1.67,0.82,0.67,2.23,4.05,4.15,1.75,0.0,0.0,2.24,0.67
62706,Richebourg,62,2618,False,6.3,5.48,1.67,1.3,1.12,2.38,5.15,6.7,1.75,1.44,1.35,2.61,0.5
62712,Rivière,62,1124,False,3.88,4.2,1.16,1.3,1.12,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62713,Robecq,62,1329,False,3.88,4.2,1.67,1.3,1.12,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62724,Rouvroy,62,8797,False,6.68,8.5,3.34,2.22,1.9,3.26,7.45,9.35,4.09,2.69,2.69,2.81,0.0
62727,Ruitz,62,1509,False,3.88,7.42,1.67,1.3,1.12,2.61,4.05,9.47,1.75,1.44,1.35,3.38,0.67
62718,Rœux,62,1390,False,3.88,4.2,1.09,1.3,1.12,2.23,4.05,4.15,0.0,1.44,1.35,2.24,0.83
62735,Sailly-Labourse,62,2577,False,4.73,7.32,1.67,1.3,1.12,2.23,4.05,6.82,1.75,1.44,1.35,2.24,0.83
62736,Sailly-sur-la-Lys,62,3883,False,8.15,4.2,1.67,1.39,1.25,2.19,5.97,5.78,1.75,1.44,1.35,1.51,0.5
62737,Sains-en-Gohelle,62,5995,False,4.82,7.11,2.46,1.3,1.03,2.57,4.34,9.08,3.03,1.44,1.34,2.69,0.17
62753,Saint-Laurent-Blangy,62,6507,False,5.19,10.36,2.68,2.47,2.83,6.75,4.7,10.53,2.48,2.32,3.1,6.97,0.0
62764,Saint-Nicolas,62,4603,False,2.35,10.43,6.73,1.3,1.26,3.7,2.2,9.35,6.45,1.44,1.78,4.67,0.17
62765,Saint-Omer,62,14661,False,3.57,18.62,11.18,3.66,0.79,11.43,4.94,18.43,11.61,2.85,0.7,10.36,0.0
62770,Saint-Venant,62,3022,False,3.88,5.56,3.0,1.3,1.12,3.99,4.05,5.67,3.33,1.44,1.35,4.33,0.5
62744,Sainte-Catherine,62,3594,False,6.16,5.45,1.67,1.59,1.83,1.91,10.89,6.91,1.75,2.3,3.46,1.44,0.17
62771,Sallaumines,62,9650,False,16.68,12.65,5.81,1.73,2.39,4.68,23.26,11.79,6.48,2.76,2.55,4.57,0.0
62793,Servins,62,1134,False,3.88,4.2,1.67,1.3,0.45,2.23,4.05,4.15,1.75,1.44,1.35,2.24,1.0
62801,Souchez,62,2658,False,10.52,5.63,1.67,1.3,1.12,2.23,8.31,6.01,1.75,1.44,1.35,2.24,0.67
