code_insee,commune,dep,PMUN,dans_MEL,acces_gare_proche_min_min,acces_gare_proche_moy_min,gare_utile,gare_utile_uic,gare_utile_commune,gare_utile_sur_place,acces_gare_utile_min,desserte_directe_faible,trains_directs_jour,trains_pointe_matin,trains_arr_lille_matin,trains_pointe_soir,tps_trajet_median_min,tps_trajet_min_min,premier_train,dernier_train,amplitude_h,gares_lille_desservies,lignes,retour_trains_directs_jour,retour_pointe_soir,retour_dernier_depart_lille,autocars_directs_jour,attente_ter_min,egress_lille_min,porte_a_porte_median_min,trajet_ter_realiste_min,tc_trajets_jour,tc_arr_lille_matin,tc_trajet_median_min,tc_trajet_min_min,tc_trajet_realiste_min,tc_premier_arr_lille,tc_dernier_dep,tc_part_direct,tc_metro_sur_place,meilleur_temps_vers_lille_min,meilleur_mode_vers_lille,ter_billet_normal_eur,ter_abo_hebdo_eur,ter_abo_mensuel_eur,ter_abo_mensuel_estime,ter_abo_mensuel_reste_a_charge_eur,velo_min,velo_ter_min,voiture_min,voiture_bouchons_min,voiture_km,voiture_cout_carburant_eur,voiture_cout_mensuel_est_eur,ilevia_abo_mensuel_eur,ilevia_abo_reste_a_charge_eur,gare_sur_territoire,cout_mensuel_meilleur_mode_eur,temps_sans_voiture_min,mode_sans_voiture,cout_sans_voiture_eur,surcout_temps_sans_voiture_min,ratio_alternatif_vs_voiture,option_sans_voiture,cout_transit_min_eur,ratio_sansvoiture_vs_voiture
59566,Sequedin,59,4762,True,3.6,6.6,Haubourdin,87286096,Haubourdin,False,9.4,False,21.0,7.0,6.0,6.0,16.0,16.0,06:28,20:55,14.4,Flandres,"C50, C51",25.0,7.0,20:47,0.0,10.7,6,25.4,42.1,513.0,87.0,36.7,28.2,49.7,06:20,22:11,0.0,False,33.0,velo,3.0,8.9,32.0,False,16.0,33.0,44.0,38.0,10.0,12.6,106.0,206.0,56.5,28.25,False,0.0,33.0,velo,0.0,0.0,0.87,1,16.0,0.87
59569,Sin-le-Noble,59,15603,False,1.0,3.4,Douai,87345009,Douai,False,9.7,False,46.0,14.0,12.0,12.0,23.0,19.0,05:51,21:57,16.1,Flandres,"C40, K40, K44, K45",48.0,13.0,22:27,0.0,5.4,6,32.7,44.1,,,,,,,,,,44.1,TER ~ velo+TER,8.3,22.1,79.0,False,40.0,,46.0,60.0,22.0,43.3,364.0,464.0,,,True,40.0,44.1,TER ~ velo+TER,40.0,0.0,0.74,1,40.0,0.74
59574,Somain,59,11790,False,1.0,3.0,Somain,87345314,Somain,True,1.0,False,11.0,4.0,3.0,2.0,37.0,36.0,06:01,20:59,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,38.0,56.0,,,,,,,,,,56.0,TER ~ velo+TER,10.8,29.1,105.0,False,52.0,,58.0,60.0,17.0,39.6,333.0,433.0,,,True,52.0,56.0,TER ~ velo+TER,52.0,0.0,0.93,1,52.0,0.93
59578,Steenbecque,59,1650,False,1.0,4.0,Hazebrouck,87286302,Hazebrouck,False,11.7,False,45.0,16.0,15.0,13.0,35.0,32.0,04:51,21:14,16.4,Flandres,"C70, K70, K71",47.0,16.0,22:13,0.0,4.7,6,46.7,57.4,,,,,,,,,,57.4,TER,10.4,28.1,101.0,False,50.0,,,70.0,19.0,56.7,476.0,576.0,,,True,50.0,57.4,TER,50.0,0.0,0.82,1,50.0,0.82
59580,Steenvoorde,59,4324,False,8.0,12.2,Cassel,87281139,Bavinchove,False,17.2,False,11.0,3.0,4.0,3.0,43.0,42.0,05:37,20:37,15.0,Flandres,K70,12.0,4.0,20:40,0.0,12.0,6,60.2,78.2,,,,,,,,,,78.2,TER,12.2,32.8,118.0,False,59.0,,,63.0,19.0,49.7,417.0,517.0,,,False,59.0,,,,,1.24,0,59.0,
59581,Steenwerck,59,3540,False,1.0,5.6,Steenwerck,87286161,Bailleul,False,6.7,False,21.0,7.0,6.0,6.0,29.0,22.0,05:05,20:08,15.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,35.7,52.4,,,,,,,,,,52.4,TER,7.0,19.1,69.0,False,34.0,,62.0,56.0,21.0,30.7,258.0,358.0,,,False,34.0,62.0,velo+TER,34.0,10.0,0.94,1,34.0,1.11
59585,Templemars,59,3635,True,1.0,2.1,Wattignies - Templemars,87286526,Templemars,True,1.0,False,21.0,7.0,6.0,6.0,11.0,10.0,06:22,21:22,15.0,Flandres,C40,22.0,6.0,22:27,0.0,10.7,6,12.0,28.7,246.0,56.0,27.6,20.2,40.6,07:05,21:04,0.0,False,28.7,TER,2.6,,28.0,False,14.0,38.0,34.0,31.0,8.0,11.6,97.0,197.0,56.5,28.25,True,14.0,28.7,TER,14.0,0.0,0.93,1,14.0,0.93
59586,Templeuve-en-Pévèle,59,6705,False,1.0,3.0,Templeuve,87286625,Templeuve-en-Pévèle,True,1.0,False,29.0,9.0,9.0,7.0,16.0,11.0,06:04,22:05,16.0,Flandres,"C60, K61",27.0,8.0,21:39,0.0,8.3,6,17.0,31.3,,,,,,,,,,31.3,TER ~ velo+TER,4.1,11.9,43.0,False,21.0,,34.0,40.0,9.0,20.0,168.0,268.0,,,True,21.0,31.3,TER ~ velo+TER,21.0,0.0,0.78,1,21.0,0.78
59592,Thumeries,59,4029,False,5.6,7.7,Ostricourt,87345249,Ostricourt,False,11.2,False,21.0,7.0,6.0,6.0,29.0,27.0,06:04,21:04,15.0,Flandres,C40,22.0,6.0,22:27,0.0,10.7,6,40.2,56.9,,,,,,,,,,56.9,TER,6.0,17.1,61.0,False,31.0,,65.0,49.0,12.0,24.2,203.0,303.0,,,False,31.0,65.0,velo+TER,31.0,8.0,1.16,1,31.0,1.33
59594,Thun-Saint-Amand,59,1110,False,8.0,10.9,Saint-Amand-les-Eaux,87343103,Saint-Amand-les-Eaux,False,13.1,False,53.0,15.0,14.0,14.0,34.0,24.0,05:45,22:00,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.0,6,47.1,58.1,,,,,,,,,,58.1,TER,8.5,22.6,81.0,False,41.0,,,55.0,7.0,51.2,430.0,530.0,,,False,41.0,,,,,1.06,0,41.0,
59598,Toufflers,59,3910,True,7.1,9.7,Baisieux,87286872,Baisieux,False,13.0,False,18.0,5.0,5.0,5.0,15.0,13.0,06:35,21:37,15.0,Flandres,P81,16.0,4.0,22:08,0.0,12.0,6,28.0,46.0,339.0,58.0,47.2,31.5,60.2,06:15,23:04,0.0,False,46.0,TER,3.5,10.1,36.0,False,18.0,59.0,57.0,34.0,7.0,15.8,133.0,233.0,56.5,28.25,False,18.0,57.0,velo+TER ~ velo,18.0,11.0,1.35,1,18.0,1.68
59599,Tourcoing,59,99011,True,1.0,4.9,Tourcoing,87286542,Tourcoing,True,1.0,False,15.0,5.0,5.0,5.0,14.0,14.0,06:37,21:37,15.0,Flandres,"K80, P80",14.0,4.0,22:09,3.0,12.0,6,15.0,33.0,7589.0,1170.0,30.6,23.0,43.6,05:33,24:06,0.47,True,33.0,TER,3.7,10.7,38.0,False,19.0,59.0,39.0,35.0,8.0,15.0,126.0,226.0,56.5,28.25,True,19.0,33.0,TER,19.0,0.0,0.94,1,19.0,0.94
59602,Tressin,59,1395,True,5.1,7.3,Ascq,87286864,Villeneuve-d'Ascq,False,10.2,False,17.0,5.0,5.0,5.0,10.0,8.0,06:40,21:42,15.0,Flandres,P81,16.0,4.0,22:08,0.0,12.0,6,20.2,38.2,10.0,6.0,69.2,62.0,82.2,07:13,17:01,0.0,False,38.2,TER ~ velo+TER,2.4,,25.0,False,13.0,44.0,39.0,32.0,7.0,12.8,108.0,208.0,56.5,28.25,False,13.0,39.0,velo+TER ~ velo,13.0,1.0,1.19,1,13.0,1.22
59603,Trith-Saint-Léger,59,6124,False,1.0,2.4,Le Poirier Université,87343210,Trith-Saint-Léger,True,1.0,False,11.0,3.0,2.0,2.0,42.0,41.0,06:13,21:14,15.0,Flandres,K61,11.0,3.0,20:05,0.0,12.0,6,43.0,61.0,,,,,,,,,,61.0,TER,,,,False,,,67.0,62.0,15.0,55.7,468.0,568.0,,,True,,61.0,TER,,0.0,0.98,1,,0.98
59588,Téteghem-Coudekerque-Village,59,8384,False,2.6,7.7,Bergues,87281105,Bergues,False,10.0,False,11.0,4.0,4.0,3.0,61.0,61.0,05:19,20:19,15.0,Flandres,K70,12.0,4.0,20:40,0.0,12.0,6,71.0,89.0,,,,,,,,,,89.0,TER,16.0,42.9,154.0,False,77.0,,102.0,74.0,16.0,76.6,643.0,743.0,,,False,77.0,102.0,velo+TER,77.0,13.0,1.2,1,77.0,1.38
59606,Valenciennes,59,42991,False,1.0,4.1,Valenciennes,87343004,Valenciennes,True,1.0,False,53.0,14.0,14.0,13.0,44.0,34.0,05:35,21:49,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.4,6,45.0,56.4,,,,,,,,,,56.4,TER ~ velo+TER,10.8,29.1,105.0,False,52.0,,59.0,60.0,17.0,51.3,431.0,531.0,,,True,52.0,56.4,TER ~ velo+TER,52.0,0.0,0.94,1,52.0,0.94
59609,Vendeville,59,1546,True,3.9,5.2,Wattignies - Templemars,87286526,Templemars,False,10.4,False,21.0,7.0,6.0,6.0,11.0,10.0,06:22,21:22,15.0,Flandres,C40,22.0,6.0,22:27,0.0,10.7,6,21.4,38.1,79.0,18.0,38.9,31.4,51.9,05:56,19:13,0.0,False,37.0,velo ~ TER,2.6,,28.0,False,14.0,37.0,39.0,21.0,4.0,9.3,78.0,178.0,56.5,28.25,False,0.0,37.0,velo ~ velo+TER,0.0,0.0,1.76,1,14.0,1.76
59610,Verchain-Maugré,59,1102,False,8.4,10.8,Le Poirier Université,87343210,Trith-Saint-Léger,False,14.8,False,11.0,3.0,2.0,2.0,42.0,41.0,06:13,21:14,15.0,Flandres,K61,11.0,3.0,20:05,0.0,12.0,6,56.8,74.8,,,,,,,,,,74.8,TER,,,,False,,,,68.0,16.0,64.0,538.0,638.0,,,False,,,,,,1.1,0,,
59611,Verlinghem,59,2673,True,2.8,6.6,Pérenchies,87286278,Pérenchies,False,7.7,False,20.0,7.0,6.0,6.0,15.0,14.0,06:22,20:22,14.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,22.7,39.4,224.0,51.0,36.0,22.0,49.0,05:48,22:56,0.26,False,37.0,velo ~ TER,3.7,10.7,38.0,False,19.0,37.0,44.0,36.0,9.0,9.7,81.0,181.0,56.5,28.25,False,0.0,37.0,velo,0.0,0.0,1.03,1,19.0,1.03
59615,Vieux-Berquin,59,2649,False,1.2,4.1,Strazeele,87286203,Strazeele,False,5.0,False,20.0,7.0,6.0,7.0,40.0,39.0,05:57,19:57,14.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,45.0,61.7,,,,,,,,,,61.7,TER,9.4,,90.0,False,45.0,,69.0,62.0,20.0,45.1,379.0,479.0,,,False,45.0,69.0,velo+TER,45.0,7.0,1.0,1,45.0,1.11
59616,Vieux-Condé,59,10446,False,14.8,18.6,Saint-Amand-les-Eaux,87343103,Saint-Amand-les-Eaux,False,22.2,False,53.0,15.0,14.0,14.0,34.0,24.0,05:45,22:00,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.0,6,56.2,67.2,,,,,,,,,,67.2,TER,8.5,22.6,81.0,False,41.0,,,53.0,6.0,51.7,434.0,534.0,,,False,41.0,,,,,1.27,0,41.0,
59009,Villeneuve-d'Ascq,59,62067,True,1.0,3.6,Ascq,87286864,Villeneuve-d'Ascq,True,1.0,False,17.0,5.0,5.0,5.0,10.0,8.0,06:40,21:42,15.0,Flandres,P81,16.0,4.0,22:08,0.0,12.0,6,11.0,29.0,7107.0,1343.0,14.1,7.0,27.1,05:14,24:22,0.45,True,27.1,TC urbain ~ TER,2.4,,25.0,False,13.0,30.0,35.0,24.0,2.0,10.2,86.0,186.0,56.5,28.25,True,28.25,27.1,TC urbain ~ TER,28.25,0.0,1.13,1,13.0,1.13
59622,Villers-en-Cauchies,59,1161,False,5.8,7.1,Cambrai,87345520,Cambrai,False,18.5,False,11.0,3.0,3.0,3.0,60.0,59.0,05:38,20:38,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,78.5,96.5,,,,,,,,,,96.5,TER,13.4,36.0,130.0,False,65.0,,,73.0,16.0,69.5,584.0,684.0,,,False,65.0,,,,,1.32,0,65.0,
59629,Vred,59,1311,False,5.6,7.9,Montigny-en-Ostrevent,87345306,Montigny-en-Ostrevent,False,13.1,False,11.0,4.0,3.0,2.0,31.0,29.0,06:08,21:05,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,44.1,62.1,,,,,,,,,,62.1,TER,9.7,26.1,94.0,False,47.0,,73.0,56.0,16.0,37.7,317.0,417.0,,,False,47.0,73.0,velo+TER,47.0,11.0,1.11,1,47.0,1.3
59630,Wahagnies,59,2605,False,1.5,4.3,Libercourt,87345256,Libercourt,False,6.7,False,44.0,13.0,13.0,13.0,18.0,16.0,05:21,21:09,15.8,Flandres,"C40, C41",42.0,13.0,22:27,0.0,5.8,6,24.7,36.5,,,,,,,,,,36.5,TER ~ velo+TER,5.1,14.9,54.0,False,27.0,,38.0,50.0,15.0,23.1,194.0,294.0,,,False,27.0,38.0,velo+TER,27.0,2.0,0.73,1,27.0,0.76
59632,Wallers,59,5598,False,1.0,4.4,Saint-Amand-les-Eaux,87343103,Saint-Amand-les-Eaux,False,12.5,False,53.0,15.0,14.0,14.0,34.0,24.0,05:45,22:00,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.0,6,46.5,57.5,,,,,,,,,,57.5,TER,8.5,22.6,81.0,False,41.0,,,52.0,16.0,43.3,364.0,464.0,,,True,41.0,57.5,TER,41.0,0.0,1.11,1,41.0,1.11
59636,Wambrechies,59,10798,True,4.5,7.7,La Madeleine,87286187,Madeleine,False,16.6,False,20.0,7.0,6.0,7.0,7.0,6.0,06:30,20:30,14.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,23.6,40.3,728.0,127.0,26.0,17.0,39.0,05:23,24:16,1.0,False,35.0,velo ~ TC urbain,2.2,,24.0,True,12.0,35.0,46.0,36.0,11.0,14.7,123.0,223.0,56.5,28.25,False,0.0,35.0,velo ~ TC urbain,0.0,0.0,0.97,1,12.0,0.97
59637,Wandignies-Hamage,59,1318,False,7.3,9.8,Somain,87345314,Somain,False,16.2,False,11.0,4.0,3.0,2.0,37.0,36.0,06:01,20:59,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,53.2,71.2,,,,,,,,,,71.2,TER,10.8,29.1,105.0,False,52.0,,,58.0,17.0,38.0,319.0,419.0,,,False,52.0,,,,,1.23,0,52.0,
59638,Wannehain,59,1331,False,10.8,13.2,Baisieux,87286872,Baisieux,False,12.8,False,18.0,5.0,5.0,5.0,15.0,13.0,06:35,21:37,15.0,Flandres,P81,16.0,4.0,22:08,0.0,12.0,6,27.8,45.8,,,,,,,,,,45.8,TER,3.5,10.1,36.0,False,18.0,,,33.0,6.0,20.4,171.0,271.0,,,False,18.0,,,,,1.39,0,18.0,
59639,Wargnies-le-Grand,59,1101,False,10.5,12.5,Le Quesnoy,87295857,Quesnoy,False,11.1,False,24.0,6.0,6.0,6.0,49.0,47.0,05:36,21:37,16.0,Flandres,"K60, K61",22.0,6.0,20:35,0.0,12.0,6,60.1,78.1,,,,,,,,,,78.1,TER,14.1,37.4,134.0,False,67.0,,,63.0,15.0,64.3,540.0,640.0,,,False,67.0,,,,,1.24,0,67.0,
59641,Warhem,59,2022,False,6.3,9.5,Bergues,87281105,Bergues,False,10.9,False,11.0,4.0,4.0,3.0,61.0,61.0,05:19,20:19,15.0,Flandres,K70,12.0,4.0,20:40,0.0,12.0,6,71.9,89.9,,,,,,,,,,89.9,TER,16.0,42.9,154.0,False,77.0,,,73.0,16.0,73.6,618.0,718.0,,,False,77.0,,,,,1.23,0,77.0,
59646,Wasquehal,59,20836,True,1.0,3.6,Croix - Wasquehal,87286716,Wasquehal,True,1.0,False,5.0,2.0,2.0,2.0,8.0,8.0,07:43,18:43,11.0,Flandres,K80,4.0,2.0,18:09,0.0,12.0,6,9.0,27.0,3305.0,635.0,15.8,10.1,28.8,05:33,24:18,0.42,True,27.0,TER ~ TC urbain,2.4,,25.0,False,13.0,31.0,31.0,23.0,4.0,9.1,76.0,176.0,56.5,28.25,True,13.0,27.0,TER ~ TC urbain,13.0,0.0,1.17,1,13.0,1.17
59647,Watten,59,2577,False,1.0,2.8,Watten - Éperlecques,87281436,Éperlecques,False,6.6,False,9.0,3.0,3.0,4.0,56.0,55.0,05:51,20:50,15.0,Flandres,K71,9.0,3.0,21:13,0.0,12.0,6,62.6,80.6,,,,,,,,,,80.6,TER ~ velo+TER,15.7,42.0,151.0,False,75.0,,83.0,87.0,14.0,76.0,638.0,738.0,,,False,75.0,83.0,velo+TER,75.0,2.0,0.93,1,75.0,0.95
59648,Wattignies,59,15531,True,1.0,3.1,Wattignies - Templemars,87286526,Templemars,False,6.2,False,21.0,7.0,6.0,6.0,11.0,10.0,06:22,21:22,15.0,Flandres,C40,22.0,6.0,22:27,0.0,10.7,6,17.2,33.9,921.0,137.0,18.3,14.0,31.3,05:18,24:17,0.15,False,31.0,velo ~ TC urbain,2.6,,28.0,False,14.0,31.0,34.0,31.0,7.0,10.5,88.0,188.0,56.5,28.25,False,0.0,31.0,velo ~ TC urbain,0.0,0.0,1.0,1,14.0,1.0
59650,Wattrelos,59,40836,True,1.7,6.6,Tourcoing,87286542,Tourcoing,False,9.9,False,15.0,5.0,5.0,5.0,14.0,14.0,06:37,21:37,15.0,Flandres,"K80, P80",14.0,4.0,22:09,3.0,12.0,6,23.9,41.9,1039.0,152.0,33.4,26.0,46.4,05:39,23:55,0.0,False,41.9,TER ~ TC urbain,3.7,10.7,38.0,False,19.0,,51.0,35.0,8.0,15.8,133.0,233.0,56.5,28.25,False,19.0,46.4,TC urbain ~ velo+TER,28.25,4.0,1.2,1,19.0,1.33
59651,Wavrechain-sous-Denain,59,1616,False,3.1,3.7,Le Poirier Université,87343210,Trith-Saint-Léger,False,15.2,False,11.0,3.0,2.0,2.0,42.0,41.0,06:13,21:14,15.0,Flandres,K61,11.0,3.0,20:05,0.0,12.0,6,57.2,75.2,,,,,,,,,,75.2,TER,,,,False,,,,63.0,15.0,53.1,446.0,546.0,,,False,,,,,,1.19,0,,
59653,Wavrin,59,7773,True,1.0,2.0,Wavrin,87286419,Wavrin,True,1.0,False,21.0,7.0,6.0,6.0,24.0,23.0,06:21,20:48,14.4,Flandres,"C50, C51",25.0,7.0,20:47,0.0,10.7,6,25.0,41.7,143.0,41.0,56.7,28.8,69.7,07:06,20:14,0.0,False,41.7,TER ~ velo+TER,4.4,12.7,46.0,False,23.0,,43.0,48.0,20.0,19.3,162.0,262.0,56.5,28.25,True,23.0,41.7,TER ~ velo+TER,23.0,0.0,0.87,1,23.0,0.87
59654,Waziers,59,7354,False,3.1,5.5,Douai,87345009,Douai,False,9.9,False,46.0,14.0,12.0,12.0,23.0,19.0,05:51,21:57,16.1,Flandres,"C40, K40, K44, K45",48.0,13.0,22:27,0.0,5.4,6,32.9,44.3,,,,,,,,,,44.3,TER ~ velo+TER,8.3,22.1,79.0,False,40.0,,46.0,61.0,22.0,41.6,349.0,449.0,,,False,40.0,46.0,velo+TER,40.0,2.0,0.73,1,40.0,0.75
59656,Wervicq-Sud,59,5299,True,14.6,18.0,Tourcoing,87286542,Tourcoing,False,26.4,False,15.0,5.0,5.0,5.0,14.0,14.0,06:37,21:37,15.0,Flandres,"K80, P80",14.0,4.0,22:09,3.0,12.0,6,40.4,58.4,72.0,21.0,53.0,45.0,66.0,06:54,21:38,1.0,False,58.4,TER,3.7,10.7,38.0,False,19.0,,,44.0,10.0,22.4,188.0,288.0,56.5,28.25,False,19.0,66.0,TC urbain,28.25,8.0,1.33,1,19.0,1.5
59660,Willems,59,2996,True,1.5,3.4,Baisieux,87286872,Baisieux,False,4.3,False,18.0,5.0,5.0,5.0,15.0,13.0,06:35,21:37,15.0,Flandres,P81,16.0,4.0,22:08,0.0,12.0,6,19.3,37.3,20.0,12.0,55.2,50.0,68.2,07:13,17:17,0.0,False,37.3,TER ~ velo+TER,3.5,10.1,36.0,False,18.0,57.0,41.0,33.0,7.0,15.0,126.0,226.0,56.5,28.25,False,18.0,41.0,velo+TER,18.0,4.0,1.13,1,18.0,1.24
59662,Winnezeele,59,1300,False,9.7,12.4,Cassel,87281139,Bavinchove,False,17.6,False,11.0,3.0,4.0,3.0,43.0,42.0,05:37,20:37,15.0,Flandres,K70,12.0,4.0,20:40,0.0,12.0,6,60.6,78.6,,,,,,,,,,78.6,TER,12.2,32.8,118.0,False,59.0,,,61.0,19.0,51.9,436.0,536.0,,,False,59.0,,,,,1.29,0,59.0,
59663,Wormhout,59,5705,False,3.6,7.0,Esquelbecq,87281113,Esquelbecq,False,10.7,False,11.0,4.0,4.0,3.0,55.0,54.0,05:25,20:25,15.0,Flandres,K70,12.0,4.0,20:40,0.0,12.0,6,65.7,83.7,,,,,,,,,,83.7,TER,14.6,38.8,140.0,False,70.0,,98.0,67.0,18.0,60.4,507.0,607.0,,,False,70.0,98.0,velo+TER,70.0,14.0,1.25,1,70.0,1.46
59185,Écaillon,59,1910,False,3.7,6.2,Montigny-en-Ostrevent,87345306,Montigny-en-Ostrevent,False,6.1,False,11.0,4.0,3.0,2.0,31.0,29.0,06:08,21:05,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,37.1,55.1,,,,,,,,,,55.1,TER,9.7,26.1,94.0,False,47.0,,62.0,64.0,15.0,44.6,375.0,475.0,,,False,47.0,62.0,velo+TER,47.0,7.0,0.86,1,47.0,0.97
62004,Achicourt,62,7938,False,2.8,5.6,Arras,87342014,Arras,False,7.9,False,14.0,4.0,3.0,4.0,36.0,35.0,06:31,21:42,15.2,Flandres,"K44, K45",15.0,4.0,20:58,0.0,12.0,6,43.9,61.9,,,,,,,,,,61.9,TER,12.7,34.2,123.0,False,61.0,,67.0,72.0,22.0,55.7,468.0,568.0,,,False,61.0,67.0,velo+TER,61.0,5.0,0.86,1,61.0,0.93
62013,Agny,62,1879,False,7.3,9.0,Arras,87342014,Arras,False,10.4,False,14.0,4.0,3.0,4.0,36.0,35.0,06:31,21:42,15.2,Flandres,"K44, K45",15.0,4.0,20:58,0.0,12.0,6,46.4,64.4,,,,,,,,,,64.4,TER,12.7,34.2,123.0,False,61.0,,75.0,69.0,21.0,58.7,493.0,593.0,,,False,61.0,75.0,velo+TER,61.0,11.0,0.93,1,61.0,1.09
62014,Aire-sur-la-Lys,62,9585,False,3.8,10.8,Hazebrouck,87286302,Hazebrouck,False,21.6,False,45.0,16.0,15.0,13.0,35.0,32.0,04:51,21:14,16.4,Flandres,"C70, K70, K71",47.0,16.0,22:13,0.0,4.7,6,56.6,67.3,,,,,,,,,,67.3,TER,10.4,28.1,101.0,False,50.0,,,76.0,17.0,65.4,549.0,649.0,,,False,50.0,,,,,0.89,0,50.0,
62019,Aix-Noulette,62,3913,False,4.1,7.2,Lens,87345025,Lens,False,18.5,False,44.0,12.0,13.0,13.0,40.5,38.0,04:59,20:14,15.2,Flandres,"C41, C51, K51",44.0,14.0,21:40,0.0,6.2,6,59.0,71.2,,,,,,,,,,71.2,TER,9.0,24.1,87.0,False,43.0,,,69.0,22.0,49.6,417.0,517.0,,,False,43.0,,,,,1.03,0,43.0,
62032,Angres,62,4842,False,5.6,7.8,Lens,87345025,Lens,False,15.9,False,44.0,12.0,13.0,13.0,40.5,38.0,04:59,20:14,15.2,Flandres,"C41, C51, K51",44.0,14.0,21:40,0.0,6.2,6,56.4,68.6,,,,,,,,,,68.6,TER,9.0,24.1,87.0,False,43.0,,,69.0,24.0,47.2,396.0,496.0,,,False,43.0,,,,,0.99,0,43.0,
62033,Annay,62,4517,False,1.2,3.8,Pont-à-Vendin,87345264,Pont-à-Vendin,False,3.3,False,21.0,7.0,6.0,5.0,32.0,32.0,06:02,20:27,14.4,Flandres,"C51, K51",24.0,7.0,20:47,0.0,10.7,6,35.3,52.0,,,,,,,,,,52.0,TER ~ velo+TER,7.2,19.6,70.0,False,35.0,,56.0,55.0,21.0,30.0,252.0,352.0,,,False,35.0,56.0,velo+TER,35.0,4.0,0.95,1,35.0,1.02
62034,Annequin,62,2145,False,3.9,5.6,Cuinchy,87342410,Cuinchy,False,7.8,False,11.0,3.0,3.0,4.0,45.0,45.0,05:59,19:59,14.0,Flandres,C50,12.0,3.0,20:16,0.0,12.0,6,52.8,70.8,,,,,,,,,,70.8,TER,8.1,,78.0,False,39.0,,78.0,67.0,22.0,38.5,323.0,423.0,,,False,39.0,78.0,velo+TER,39.0,7.0,1.06,1,39.0,1.16
62035,Annezin,62,5813,False,1.0,3.5,Béthune,87342006,Béthune,False,9.1,False,30.0,10.0,9.0,10.0,38.0,35.0,05:49,20:46,15.0,Flandres,"C50, K50",31.0,10.0,21:06,0.0,7.5,6,47.1,60.6,,,,,,,,,,60.6,TER ~ velo+TER,9.7,26.1,94.0,False,47.0,,65.0,76.0,23.0,45.3,381.0,481.0,,,False,47.0,65.0,velo+TER,47.0,4.0,0.8,1,47.0,0.86
62037,Anzin-Saint-Aubin,62,2806,False,5.2,7.4,Arras,87342014,Arras,False,15.6,False,14.0,4.0,3.0,4.0,36.0,35.0,06:31,21:42,15.2,Flandres,"K44, K45",15.0,4.0,20:58,0.0,12.0,6,51.6,69.6,,,,,,,,,,69.6,TER,12.7,34.2,123.0,False,61.0,,77.0,68.0,20.0,56.0,470.0,570.0,,,False,61.0,77.0,velo+TER,61.0,7.0,1.02,1,61.0,1.13
62040,Arques,62,9655,False,3.3,7.6,Saint-Omer,87281444,Saint-Omer,False,14.4,False,11.0,5.0,5.0,4.0,50.0,48.0,05:57,20:57,15.0,Flandres,K71,11.0,5.0,21:13,0.0,12.0,6,64.4,82.4,,,,,,,,,,82.4,TER,14.2,37.9,136.0,False,68.0,,88.0,78.0,17.0,64.4,541.0,641.0,,,False,68.0,88.0,velo+TER,68.0,6.0,1.06,1,68.0,1.13
62041,Arras,62,42600,False,1.0,5.2,Arras,87342014,Arras,True,1.0,False,14.0,4.0,3.0,4.0,36.0,35.0,06:31,21:42,15.2,Flandres,"K44, K45",15.0,4.0,20:58,0.0,12.0,6,37.0,55.0,,,,,,,,,,55.0,TER ~ velo+TER,12.7,34.2,123.0,False,61.0,,60.0,68.0,22.0,54.1,454.0,554.0,,,True,61.0,55.0,TER ~ velo+TER,61.0,0.0,0.81,1,61.0,0.81
62042,Athies,62,1059,False,6.4,7.5,Arras,87342014,Arras,False,13.0,False,14.0,4.0,3.0,4.0,36.0,35.0,06:31,21:42,15.2,Flandres,"K44, K45",15.0,4.0,20:58,0.0,12.0,6,49.0,67.0,,,,,,,,,,67.0,TER,12.7,34.2,123.0,False,61.0,,79.0,61.0,21.0,47.9,402.0,502.0,,,False,61.0,79.0,velo+TER,61.0,12.0,1.1,1,61.0,1.3
62048,Auchel,62,10062,False,3.5,6.9,Béthune,87342006,Béthune,False,22.7,False,30.0,10.0,9.0,10.0,38.0,35.0,05:49,20:46,15.0,Flandres,"C50, K50",31.0,10.0,21:06,0.0,7.5,6,60.7,74.2,,,,,,,,,,74.2,TER,9.7,26.1,94.0,False,47.0,,,82.0,18.0,78.3,658.0,758.0,,,False,47.0,,,,,0.9,0,47.0,
