code_insee,commune,dep,PMUN,dans_MEL,acces_gare_proche_min_min,acces_gare_proche_moy_min,gare_utile,gare_utile_uic,gare_utile_commune,gare_utile_sur_place,acces_gare_utile_min,desserte_directe_faible,trains_directs_jour,trains_pointe_matin,trains_arr_lille_matin,trains_pointe_soir,tps_trajet_median_min,tps_trajet_min_min,premier_train,dernier_train,amplitude_h,gares_lille_desservies,lignes,retour_trains_directs_jour,retour_pointe_soir,retour_dernier_depart_lille,autocars_directs_jour,attente_ter_min,egress_lille_min,porte_a_porte_median_min,trajet_ter_realiste_min,tc_trajets_jour,tc_arr_lille_matin,tc_trajet_median_min,tc_trajet_min_min,tc_trajet_realiste_min,tc_premier_arr_lille,tc_dernier_dep,tc_part_direct,tc_metro_sur_place,meilleur_temps_vers_lille_min,meilleur_mode_vers_lille,ter_billet_normal_eur,ter_abo_hebdo_eur,ter_abo_mensuel_eur,ter_abo_mensuel_estime,ter_abo_mensuel_reste_a_charge_eur,velo_min,velo_ter_min,voiture_min,voiture_bouchons_min,voiture_km,voiture_cout_carburant_eur,voiture_cout_mensuel_est_eur,ilevia_abo_mensuel_eur,ilevia_abo_reste_a_charge_eur,gare_sur_territoire,cout_mensuel_meilleur_mode_eur,temps_sans_voiture_min,mode_sans_voiture,cout_sans_voiture_eur,surcout_temps_sans_voiture_min,ratio_alternatif_vs_voiture,option_sans_voiture,cout_transit_min_eur,ratio_sansvoiture_vs_voiture
59152,Comines,59,12671,True,14.7,19.5,Pérenchies,87286278,Pérenchies,False,18.2,False,20.0,7.0,6.0,6.0,15.0,14.0,06:22,20:22,14.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,33.2,49.9,463.0,100.0,53.0,35.0,66.0,05:48,22:47,0.92,False,49.9,TER,3.7,10.7,38.0,False,19.0,,,44.0,12.0,21.8,183.0,283.0,56.5,28.25,False,19.0,66.0,TC urbain,28.25,16.0,1.13,1,19.0,1.5
59153,Condé-sur-l'Escaut,59,9396,False,14.3,19.1,Valenciennes,87343004,Valenciennes,False,22.5,False,53.0,14.0,14.0,13.0,44.0,34.0,05:35,21:49,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.4,6,66.5,77.9,,,,,,,,,,77.9,TER,10.8,29.1,105.0,False,52.0,,,58.0,7.0,56.9,478.0,578.0,,,False,52.0,,,,,1.34,0,52.0,
59155,Coudekerque-Branche,59,20765,False,1.0,2.7,Dunkerque,87281006,Dunkerque,False,8.0,False,19.0,6.0,5.0,5.0,68.0,31.0,05:12,20:12,15.0,Europe+Flandres,"K70, K90+",20.0,7.0,20:40,0.0,12.0,6,76.0,94.0,,,,,,,,,,94.0,TER ~ velo+TER,17.4,46.7,168.0,False,84.0,,98.0,73.0,16.0,82.3,691.0,791.0,,,True,84.0,94.0,TER ~ velo+TER,84.0,0.0,1.29,1,84.0,1.29
59156,Courchelettes,59,2881,False,2.3,5.1,Douai,87345009,Douai,False,13.0,False,46.0,14.0,12.0,12.0,23.0,19.0,05:51,21:57,16.1,Flandres,"C40, K40, K44, K45",48.0,13.0,22:27,0.0,5.4,6,36.0,47.4,,,,,,,,,,47.4,TER,8.3,22.1,79.0,False,40.0,,54.0,63.0,22.0,43.0,361.0,461.0,,,False,40.0,54.0,velo+TER,40.0,7.0,0.75,1,40.0,0.86
59158,Coutiches,59,3246,False,5.4,9.3,Orchies,87286583,Orchies,False,12.2,False,53.0,14.0,14.0,13.0,21.0,15.0,05:58,22:09,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.4,6,33.2,44.6,,,,,,,,,,44.6,TER,5.8,16.6,60.0,False,30.0,,57.0,48.0,17.0,28.4,239.0,339.0,,,False,30.0,57.0,velo+TER,30.0,12.0,0.93,1,30.0,1.19
59163,Croix,59,20778,True,1.0,2.9,Croix - Wasquehal,87286716,Wasquehal,False,5.9,False,5.0,2.0,2.0,2.0,8.0,8.0,07:43,18:43,11.0,Flandres,K80,4.0,2.0,18:09,0.0,12.0,6,13.9,31.9,2535.0,505.0,18.2,13.0,31.2,05:33,24:16,0.37,True,31.2,TC urbain ~ TER,2.4,,25.0,False,13.0,37.0,33.0,27.0,4.0,9.0,76.0,176.0,56.5,28.25,True,28.25,31.2,TC urbain ~ TER,28.25,0.0,1.16,1,13.0,1.16
59165,Cuincy,59,6472,False,4.5,6.9,Douai,87345009,Douai,False,15.5,False,46.0,14.0,12.0,12.0,23.0,19.0,05:51,21:57,16.1,Flandres,"C40, K40, K44, K45",48.0,13.0,22:27,0.0,5.4,6,38.5,49.9,,,,,,,,,,49.9,TER,8.3,22.1,79.0,False,40.0,,55.0,56.0,22.0,37.6,316.0,416.0,,,False,40.0,55.0,velo+TER,40.0,5.0,0.89,1,40.0,0.98
59166,Curgies,59,1347,False,8.2,10.1,Le Poirier Université,87343210,Trith-Saint-Léger,False,13.1,False,11.0,3.0,2.0,2.0,42.0,41.0,06:13,21:14,15.0,Flandres,K61,11.0,3.0,20:05,0.0,12.0,6,55.1,73.1,,,,,,,,,,73.1,TER,,,,False,,,,63.0,16.0,60.5,508.0,608.0,,,False,,,,,,1.16,0,,
59168,Cysoing,59,4722,False,6.2,9.5,Fretin,87286641,Fretin,False,15.5,False,27.0,7.0,7.0,7.0,12.0,11.0,06:09,22:09,16.0,Flandres,C60,26.0,7.0,21:39,0.0,10.7,6,27.5,44.2,,,,,,,,,,44.2,TER,3.3,9.5,34.0,False,17.0,,52.0,41.0,9.0,24.1,202.0,302.0,,,False,17.0,52.0,velo+TER,17.0,8.0,1.08,1,17.0,1.27
59170,Dechy,59,5351,False,2.1,3.8,Douai,87345009,Douai,False,12.0,False,46.0,14.0,12.0,12.0,23.0,19.0,05:51,21:57,16.1,Flandres,"C40, K40, K44, K45",48.0,13.0,22:27,0.0,5.4,6,35.0,46.4,,,,,,,,,,46.4,TER,8.3,22.1,79.0,False,40.0,,54.0,63.0,22.0,45.8,385.0,485.0,,,False,40.0,54.0,velo+TER,40.0,8.0,0.74,1,40.0,0.86
59172,Denain,59,20640,False,1.0,2.9,Le Poirier Université,87343210,Trith-Saint-Léger,False,17.7,False,11.0,3.0,2.0,2.0,42.0,41.0,06:13,21:14,15.0,Flandres,K61,11.0,3.0,20:05,0.0,12.0,6,59.7,77.7,,,,,,,,,,77.7,TER,,,,False,,,,64.0,16.0,50.1,421.0,521.0,,,True,,77.7,TER,,0.0,1.21,1,,1.21
59173,Deûlémont,59,1819,True,11.4,13.4,Pérenchies,87286278,Pérenchies,False,14.6,False,20.0,7.0,6.0,6.0,15.0,14.0,06:22,20:22,14.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,29.6,46.3,30.0,9.0,51.4,37.0,64.4,07:22,16:53,0.0,False,46.3,TER,3.7,10.7,38.0,False,19.0,,,44.0,10.0,15.7,132.0,232.0,56.5,28.25,False,19.0,64.4,TC urbain,28.25,18.0,1.05,1,19.0,1.46
59670,Don,59,1412,True,1.0,1.9,Don - Sainghin,87286435,Sainghin-en-Weppes,False,6.2,False,32.0,11.0,9.0,9.0,28.0,21.0,06:13,20:42,14.5,Flandres,"C50, C51, K51",37.0,10.0,21:06,0.0,6.8,6,34.2,47.0,,,,,,,,,,46.0,velo+TER ~ TER,4.9,14.4,52.0,False,26.0,,46.0,55.0,21.0,24.7,207.0,307.0,56.5,28.25,False,26.0,46.0,velo+TER,26.0,0.0,0.84,1,26.0,0.84
59178,Douai,59,39648,False,1.0,5.2,Douai,87345009,Douai,True,1.0,False,46.0,14.0,12.0,12.0,23.0,19.0,05:51,21:57,16.1,Flandres,"C40, K40, K44, K45",48.0,13.0,22:27,0.0,5.4,6,24.0,35.4,,,,,,,,,,35.4,TER,8.3,22.1,79.0,False,40.0,,41.0,62.0,22.0,42.2,354.0,454.0,,,True,40.0,35.4,TER,40.0,0.0,0.57,1,40.0,0.57
59179,Douchy-les-Mines,59,10207,False,4.2,6.8,Le Poirier Université,87343210,Trith-Saint-Léger,False,16.5,False,11.0,3.0,2.0,2.0,42.0,41.0,06:13,21:14,15.0,Flandres,K61,11.0,3.0,20:05,0.0,12.0,6,58.5,76.5,,,,,,,,,,76.5,TER,,,,False,,,,65.0,17.0,60.0,504.0,604.0,,,False,,,,,,1.18,0,,
59183,Dunkerque,59,86788,False,1.0,5.4,Dunkerque,87281006,Dunkerque,True,1.0,False,19.0,6.0,5.0,5.0,68.0,31.0,05:12,20:12,15.0,Europe+Flandres,"K70, K90+",20.0,7.0,20:40,0.0,12.0,6,69.0,87.0,,,,,,,,,,87.0,TER,17.4,46.7,168.0,False,84.0,,98.0,75.0,16.0,80.4,675.0,775.0,,,True,84.0,87.0,TER,84.0,0.0,1.16,1,84.0,1.16
59189,Eecke,59,1221,False,6.6,9.2,Hazebrouck,87286302,Hazebrouck,False,14.2,False,45.0,16.0,15.0,13.0,35.0,32.0,04:51,21:14,16.4,Flandres,"C70, K70, K71",47.0,16.0,22:13,0.0,4.7,6,49.2,59.9,,,,,,,,,,59.9,TER,10.4,28.1,101.0,False,50.0,,,62.0,19.0,50.3,423.0,523.0,,,False,50.0,,,,,0.97,0,50.0,
59193,Emmerin,59,3053,True,2.3,4.5,Haubourdin,87286096,Haubourdin,False,8.8,False,21.0,7.0,6.0,6.0,16.0,16.0,06:28,20:55,14.4,Flandres,"C50, C51",25.0,7.0,20:47,0.0,10.7,6,24.8,41.5,72.0,12.0,27.8,22.6,40.8,06:14,21:20,0.0,False,35.0,velo,3.0,8.9,32.0,False,16.0,35.0,44.0,37.0,9.0,13.1,110.0,210.0,56.5,28.25,False,0.0,35.0,velo,0.0,0.0,0.95,1,16.0,0.95
59196,Ennetières-en-Weppes,59,1293,True,6.4,9.0,Pérenchies,87286278,Pérenchies,False,9.4,False,20.0,7.0,6.0,6.0,15.0,14.0,06:22,20:22,14.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,24.4,41.1,422.0,74.0,32.2,24.2,45.2,06:20,22:14,0.0,False,41.1,TER ~ TC urbain,3.7,10.7,38.0,False,19.0,50.0,54.0,42.0,14.0,16.7,140.0,240.0,56.5,28.25,False,19.0,45.2,TC urbain ~ velo,28.25,4.0,0.98,1,19.0,1.08
59197,Ennevelin,59,2356,False,1.5,6.1,Fretin,87286641,Fretin,False,8.7,False,27.0,7.0,7.0,7.0,12.0,11.0,06:09,22:09,16.0,Flandres,C60,26.0,7.0,21:39,0.0,10.7,6,20.7,37.4,,,,,,,,,,37.4,TER,3.3,9.5,34.0,False,17.0,58.0,43.0,40.0,9.0,16.8,141.0,241.0,,,False,17.0,43.0,velo+TER,17.0,6.0,0.94,1,17.0,1.08
59202,Erquinghem-Lys,59,5356,True,2.1,4.0,Armentières,87286146,Armentières,False,11.2,False,45.0,16.0,15.0,11.0,15.0,14.0,05:13,21:33,16.3,Flandres,"C70, K70, K71",47.0,16.0,22:13,0.0,4.7,6,26.2,36.9,75.0,15.0,72.7,61.4,85.7,06:31,19:40,0.0,False,36.9,TER ~ velo+TER,5.3,15.5,56.0,False,28.0,,41.0,51.0,21.0,25.2,212.0,312.0,56.5,28.25,False,28.0,41.0,velo+TER,28.0,4.0,0.72,1,28.0,0.8
59203,Erre,59,1574,False,4.7,5.9,Somain,87345314,Somain,False,15.2,False,11.0,4.0,3.0,2.0,37.0,36.0,06:01,20:59,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,52.2,70.2,,,,,,,,,,70.2,TER ~ velo+TER,10.8,29.1,105.0,False,52.0,,71.0,62.0,17.0,40.6,341.0,441.0,,,False,52.0,71.0,velo+TER,52.0,1.0,1.13,1,52.0,1.15
59205,Escaudain,59,9253,False,1.4,5.1,Somain,87345314,Somain,False,14.8,False,11.0,4.0,3.0,2.0,37.0,36.0,06:01,20:59,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,51.8,69.8,,,,,,,,,,69.8,TER,10.8,29.1,105.0,False,52.0,,,64.0,15.0,51.2,430.0,530.0,,,False,52.0,,,,,1.09,0,52.0,
59207,Escautpont,59,4152,False,8.5,11.2,Valenciennes,87343004,Valenciennes,False,18.5,False,53.0,14.0,14.0,13.0,44.0,34.0,05:35,21:49,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.4,6,62.5,73.9,,,,,,,,,,73.9,TER,10.8,29.1,105.0,False,52.0,,,66.0,6.0,59.0,496.0,596.0,,,False,52.0,,,,,1.12,0,52.0,
59210,Esquelbecq,59,2134,False,1.0,2.5,Esquelbecq,87281113,Esquelbecq,True,1.0,False,11.0,4.0,4.0,3.0,55.0,54.0,05:25,20:25,15.0,Flandres,K70,12.0,4.0,20:40,0.0,12.0,6,56.0,74.0,,,,,,,,,,74.0,TER,14.6,38.8,140.0,False,70.0,,80.0,70.0,18.0,63.5,533.0,633.0,,,True,70.0,74.0,TER,70.0,0.0,1.06,1,70.0,1.06
59212,Estaires,59,6496,False,7.8,10.8,Steenwerck,87286161,Bailleul,False,14.2,False,21.0,7.0,6.0,6.0,29.0,22.0,05:05,20:08,15.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,43.2,59.9,,,,,,,,,,59.9,TER,7.0,19.1,69.0,False,34.0,,,60.0,20.0,35.3,297.0,397.0,,,False,34.0,,,,,1.0,0,34.0,
59214,Estrées,59,1116,False,6.5,7.5,Douai,87345009,Douai,False,20.8,False,46.0,14.0,12.0,12.0,23.0,19.0,05:51,21:57,16.1,Flandres,"C40, K40, K44, K45",48.0,13.0,22:27,0.0,5.4,6,43.8,55.2,,,,,,,,,,55.2,TER,8.3,22.1,79.0,False,40.0,,,68.0,21.0,49.9,419.0,519.0,,,False,40.0,,,,,0.81,0,40.0,
59220,Faches-Thumesnil,59,18110,True,1.2,3.6,Ronchin,87286534,Ronchin,False,6.3,False,21.0,7.0,6.0,6.0,7.0,6.0,06:26,21:26,15.0,Flandres,C40,22.0,6.0,22:27,0.0,10.7,6,13.3,30.0,1004.0,154.0,23.0,13.3,36.0,05:25,24:13,0.05,False,25.0,velo ~ TER,2.0,6.7,24.0,False,12.0,25.0,31.0,28.0,5.0,10.8,91.0,191.0,56.5,28.25,False,0.0,25.0,velo,0.0,0.0,0.89,1,12.0,0.89
59221,Famars,59,2475,False,2.3,4.6,Le Poirier Université,87343210,Trith-Saint-Léger,False,7.7,False,11.0,3.0,2.0,2.0,42.0,41.0,06:13,21:14,15.0,Flandres,K61,11.0,3.0,20:05,0.0,12.0,6,49.7,67.7,,,,,,,,,,67.7,TER,,,,False,,,73.0,62.0,16.0,56.1,471.0,571.0,,,False,,73.0,velo+TER,,5.0,1.09,1,,1.18
59222,Faumont,59,2251,False,10.0,12.6,Leforest,87345223,Leforest,False,16.1,False,21.0,7.0,6.0,7.0,33.0,31.0,06:00,21:00,15.0,Flandres,C40,22.0,6.0,22:27,0.0,10.7,6,49.1,65.8,,,,,,,,,,65.8,TER,6.8,18.6,67.0,False,33.0,,,51.0,14.0,26.7,224.0,324.0,,,False,33.0,,,,,1.29,0,33.0,
59227,Fenain,59,5529,False,2.6,4.9,Somain,87345314,Somain,False,11.4,False,11.0,4.0,3.0,2.0,37.0,36.0,06:01,20:59,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,48.4,66.4,,,,,,,,,,66.0,velo+TER ~ TER,10.8,29.1,105.0,False,52.0,,66.0,60.0,17.0,39.5,332.0,432.0,,,False,52.0,66.0,velo+TER,52.0,0.0,1.1,1,52.0,1.1
59234,Flers-en-Escrebieux,59,5642,False,1.0,4.7,Pont de la Deûle,87345207,Flers-en-Escrebieux,True,1.0,False,21.0,7.0,6.0,6.0,37.0,35.0,05:56,20:56,15.0,Flandres,C40,22.0,6.0,22:27,0.0,10.7,6,38.0,54.7,,,,,,,,,,54.7,TER,7.7,20.6,74.0,False,37.0,,67.0,57.0,22.0,36.1,303.0,403.0,,,True,37.0,54.7,TER,37.0,0.0,0.96,1,37.0,0.96
59239,Flines-lez-Raches,59,5610,False,9.2,12.7,Montigny-en-Ostrevent,87345306,Montigny-en-Ostrevent,False,15.2,False,11.0,4.0,3.0,2.0,31.0,29.0,06:08,21:05,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,46.2,64.2,,,,,,,,,,64.2,TER,9.7,26.1,94.0,False,47.0,,,54.0,18.0,32.4,272.0,372.0,,,False,47.0,,,,,1.19,0,47.0,
59238,Flines-lès-Mortagne,59,1649,False,14.5,18.2,Saint-Amand-les-Eaux,87343103,Saint-Amand-les-Eaux,False,22.0,False,53.0,15.0,14.0,14.0,34.0,24.0,05:45,22:00,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.0,6,56.0,67.0,,,,,,,,,,67.0,TER,8.5,22.6,81.0,False,41.0,,,54.0,5.0,49.9,419.0,519.0,,,False,41.0,,,,,1.24,0,41.0,
59244,Fontaine-Notre-Dame,59,1763,False,6.7,10.5,Cambrai,87345520,Cambrai,False,12.0,False,11.0,3.0,3.0,3.0,60.0,59.0,05:38,20:38,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,72.0,90.0,,,,,,,,,,90.0,TER,13.4,36.0,130.0,False,65.0,,,73.0,18.0,72.1,606.0,706.0,,,False,65.0,,,,,1.23,0,65.0,
59247,Forest-sur-Marque,59,1659,True,5.2,6.6,Ascq,87286864,Villeneuve-d'Ascq,False,8.1,False,17.0,5.0,5.0,5.0,10.0,8.0,06:40,21:42,15.0,Flandres,P81,16.0,4.0,22:08,0.0,12.0,6,18.1,36.1,54.0,15.0,45.0,38.0,58.0,07:13,21:31,0.0,False,36.1,TER ~ velo+TER,2.4,,25.0,False,13.0,42.0,40.0,28.0,5.0,12.7,107.0,207.0,56.5,28.25,False,13.0,40.0,velo+TER ~ velo,13.0,4.0,1.29,1,13.0,1.43
59250,Fournes-en-Weppes,59,2190,True,5.4,7.4,Wavrin,87286419,Wavrin,False,9.9,False,21.0,7.0,6.0,6.0,24.0,23.0,06:21,20:48,14.4,Flandres,"C50, C51",25.0,7.0,20:47,0.0,10.7,6,33.9,50.6,110.0,18.0,52.4,37.2,65.4,07:30,20:01,0.0,False,50.6,TER,4.4,12.7,46.0,False,23.0,,59.0,47.0,19.0,19.6,165.0,265.0,56.5,28.25,False,23.0,59.0,velo+TER,23.0,8.0,1.08,1,23.0,1.26
59252,Frelinghien,59,2581,True,5.5,8.9,Pérenchies,87286278,Pérenchies,False,9.7,False,20.0,7.0,6.0,6.0,15.0,14.0,06:22,20:22,14.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,24.7,41.4,155.0,36.0,42.4,28.0,55.4,06:14,20:02,0.0,False,41.4,TER,3.7,10.7,38.0,False,19.0,57.0,54.0,42.0,11.0,13.8,116.0,216.0,56.5,28.25,False,19.0,54.0,velo+TER ~ TC urbain,19.0,13.0,0.99,1,19.0,1.29
59253,Fresnes-sur-Escaut,59,7486,False,10.7,14.6,Valenciennes,87343004,Valenciennes,False,15.9,False,53.0,14.0,14.0,13.0,44.0,34.0,05:35,21:49,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.4,6,59.9,71.3,,,,,,,,,,71.3,TER,10.8,29.1,105.0,False,52.0,,,65.0,7.0,57.9,486.0,586.0,,,False,52.0,,,,,1.1,0,52.0,
59256,Fretin,59,3227,True,1.0,3.5,Fretin,87286641,Fretin,True,1.0,False,27.0,7.0,7.0,7.0,12.0,11.0,06:09,22:09,16.0,Flandres,C60,26.0,7.0,21:39,0.0,10.7,6,13.0,29.7,123.0,36.0,46.0,37.0,59.0,06:14,19:03,0.0,False,29.7,TER,3.3,9.5,34.0,False,17.0,46.0,36.0,31.0,5.0,13.3,112.0,212.0,56.5,28.25,True,17.0,29.7,TER,17.0,0.0,0.96,1,17.0,0.96
59257,Fromelles,59,1076,True,9.4,12.2,Marquillies,87342469,Marquillies,False,14.2,False,11.0,4.0,3.0,3.0,33.0,33.0,06:11,20:11,14.0,Flandres,C50,12.0,3.0,20:16,0.0,12.0,6,47.2,65.2,43.0,11.0,57.7,38.7,70.7,07:43,18:50,0.0,False,65.2,TER,5.8,16.6,60.0,False,30.0,,,50.0,19.0,22.1,186.0,286.0,56.5,28.25,False,30.0,70.7,TC urbain,28.25,6.0,1.3,1,28.25,1.41
59224,Féchain,59,1658,False,4.1,6.8,Cambrai,87345520,Cambrai,False,19.5,False,11.0,3.0,3.0,3.0,60.0,59.0,05:38,20:38,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,79.5,97.5,,,,,,,,,,97.5,TER,13.4,36.0,130.0,False,65.0,,,73.0,20.0,58.3,490.0,590.0,,,False,65.0,,,,,1.34,0,65.0,
59228,Férin,59,1447,False,4.4,7.4,Douai,87345009,Douai,False,12.7,False,46.0,14.0,12.0,12.0,23.0,19.0,05:51,21:57,16.1,Flandres,"C40, K40, K44, K45",48.0,13.0,22:27,0.0,5.4,6,35.7,47.1,,,,,,,,,,47.1,TER,8.3,22.1,79.0,False,40.0,,58.0,61.0,22.0,44.5,374.0,474.0,,,False,40.0,58.0,velo+TER,40.0,11.0,0.77,1,40.0,0.95
59258,Genech,59,2825,False,4.8,6.9,Templeuve,87286625,Templeuve-en-Pévèle,False,8.8,False,29.0,9.0,9.0,7.0,16.0,11.0,06:04,22:05,16.0,Flandres,"C60, K61",27.0,8.0,21:39,0.0,8.3,6,24.8,39.1,,,,,,,,,,39.1,TER,4.1,11.9,43.0,False,21.0,,47.0,46.0,9.0,23.4,197.0,297.0,,,False,21.0,47.0,velo+TER,21.0,8.0,0.85,1,21.0,1.02
59260,Ghyvelde,59,4119,False,7.2,11.5,Bergues,87281105,Bergues,False,19.0,False,11.0,4.0,4.0,3.0,61.0,61.0,05:19,20:19,15.0,Flandres,K70,12.0,4.0,20:40,0.0,12.0,6,80.0,98.0,,,,,,,,,,98.0,TER,16.0,42.9,154.0,False,77.0,,,78.0,15.0,74.6,627.0,727.0,,,False,77.0,,,,,1.26,0,77.0,
59262,Godewaersvelde,59,2053,False,9.3,12.8,Strazeele,87286203,Strazeele,False,12.9,False,20.0,7.0,6.0,7.0,40.0,39.0,05:57,19:57,14.0,Flandres,C70,19.0,7.0,20:23,0.0,10.7,6,52.9,69.6,,,,,,,,,,69.6,TER,9.4,,90.0,False,45.0,,,61.0,20.0,44.2,371.0,471.0,,,False,45.0,,,,,1.14,0,45.0,
59265,Gommegnies,59,2300,False,3.6,10.5,Le Quesnoy,87295857,Quesnoy,False,9.6,False,24.0,6.0,6.0,6.0,49.0,47.0,05:36,21:37,16.0,Flandres,"K60, K61",22.0,6.0,20:35,0.0,12.0,6,58.6,76.6,,,,,,,,,,76.6,TER,14.1,37.4,134.0,False,67.0,,91.0,70.0,14.0,70.8,595.0,695.0,,,False,67.0,91.0,velo+TER,67.0,14.0,1.09,1,67.0,1.3
59266,Gondecourt,59,4050,False,4.7,8.4,Seclin,87286518,Seclin,False,11.3,False,44.0,13.0,13.0,13.0,11.0,10.0,05:27,21:18,15.8,Flandres,"C40, C41",42.0,13.0,22:27,0.0,5.8,6,22.3,34.1,,,,,,,,,,34.1,TER,3.5,10.1,36.0,False,18.0,59.0,43.0,48.0,15.0,21.8,183.0,283.0,,,False,18.0,43.0,velo+TER,18.0,9.0,0.71,1,18.0,0.9
59271,Grande-Synthe,59,20331,False,1.0,6.6,Dunkerque,87281006,Dunkerque,False,15.0,False,19.0,6.0,5.0,5.0,68.0,31.0,05:12,20:12,15.0,Europe+Flandres,"K70, K90+",20.0,7.0,20:40,0.0,12.0,6,83.0,101.0,,,,,,,,,,101.0,TER,17.4,46.7,168.0,False,84.0,,,76.0,16.0,81.1,681.0,781.0,,,True,84.0,101.0,TER,84.0,0.0,1.33,1,84.0,1.33
59275,Gruson,59,1237,True,4.5,7.9,Baisieux,87286872,Baisieux,False,8.2,False,18.0,5.0,5.0,5.0,15.0,13.0,06:35,21:37,15.0,Flandres,P81,16.0,4.0,22:08,0.0,12.0,6,23.2,41.2,,,,,,,,,,41.2,TER,3.5,10.1,36.0,False,18.0,57.0,50.0,36.0,7.0,21.9,184.0,284.0,56.5,28.25,False,18.0,50.0,velo+TER,18.0,9.0,1.14,1,18.0,1.39
59276,Guesnain,59,4656,False,2.8,4.9,Montigny-en-Ostrevent,87345306,Montigny-en-Ostrevent,False,10.4,False,11.0,4.0,3.0,2.0,31.0,29.0,06:08,21:05,15.0,Flandres,K40,11.0,3.0,20:23,0.0,12.0,6,41.4,59.4,,,,,,,,,,59.4,TER,9.7,26.1,94.0,False,47.0,,66.0,66.0,21.0,48.2,405.0,505.0,,,False,47.0,66.0,velo+TER,47.0,7.0,0.9,1,47.0,1.0
59263,Gœulzin,59,1042,False,2.6,5.2,Douai,87345009,Douai,False,14.6,False,46.0,14.0,12.0,12.0,23.0,19.0,05:51,21:57,16.1,Flandres,"C40, K40, K44, K45",48.0,13.0,22:27,0.0,5.4,6,37.6,49.0,,,,,,,,,,49.0,TER,8.3,22.1,79.0,False,40.0,,,63.0,21.0,47.1,396.0,496.0,,,False,40.0,,,,,0.78,0,40.0,
59278,Hallennes-lez-Haubourdin,59,4718,True,2.3,4.9,Santes,87286401,Santes,False,6.0,False,21.0,7.0,6.0,6.0,20.0,20.0,06:24,20:51,14.4,Flandres,"C50, C51",25.0,7.0,20:47,0.0,10.7,6,26.0,42.7,301.0,56.0,40.5,25.2,53.5,06:14,21:11,0.0,False,42.7,TER ~ velo,3.7,10.7,38.0,False,19.0,44.0,49.0,38.0,14.0,14.0,118.0,218.0,56.5,28.25,False,19.0,44.0,velo ~ velo+TER,0.0,1.0,1.12,1,19.0,1.16
59279,Halluin,59,20829,True,10.5,14.3,Tourcoing,87286542,Tourcoing,False,19.8,False,15.0,5.0,5.0,5.0,14.0,14.0,06:37,21:37,15.0,Flandres,"K80, P80",14.0,4.0,22:09,3.0,12.0,6,33.8,51.8,791.0,107.0,61.0,23.0,74.0,06:22,23:07,0.58,False,51.8,TER,3.7,10.7,38.0,False,19.0,,,37.0,10.0,19.1,160.0,260.0,56.5,28.25,False,19.0,74.0,TC urbain,28.25,22.0,1.4,1,19.0,2.0
59281,Hantay,59,1259,True,1.9,4.0,Marquillies,87342469,Marquillies,False,6.3,False,11.0,4.0,3.0,3.0,33.0,33.0,06:11,20:11,14.0,Flandres,C50,12.0,3.0,20:16,0.0,12.0,6,39.3,57.3,48.0,15.0,87.4,54.7,100.4,07:06,19:42,0.0,False,57.3,TER ~ velo+TER,5.8,16.6,60.0,False,30.0,,58.0,57.0,20.0,26.1,219.0,319.0,56.5,28.25,False,30.0,58.0,velo+TER,30.0,1.0,1.01,1,28.25,1.02
59284,Hasnon,59,3874,False,4.2,7.1,Saint-Amand-les-Eaux,87343103,Saint-Amand-les-Eaux,False,12.6,False,53.0,15.0,14.0,14.0,34.0,24.0,05:45,22:00,16.2,Flandres,"C60, K60, K61",52.0,14.0,21:39,0.0,5.0,6,46.6,57.6,,,,,,,,,,57.6,TER,8.5,22.6,81.0,False,41.0,,66.0,53.0,16.0,41.0,344.0,444.0,,,False,41.0,66.0,velo+TER,41.0,8.0,1.09,1,41.0,1.25
59286,Haubourdin,59,14757,True,1.0,2.8,Haubourdin,87286096,Haubourdin,True,1.0,False,21.0,7.0,6.0,6.0,16.0,16.0,06:28,20:55,14.4,Flandres,"C50, C51",25.0,7.0,20:47,0.0,10.7,6,17.0,33.7,934.0,138.0,26.8,16.2,39.8,05:24,24:07,0.01,False,33.7,TER ~ velo,3.0,8.9,32.0,False,16.0,36.0,36.0,38.0,12.0,11.3,95.0,195.0,56.5,28.25,True,16.0,33.7,TER ~ velo,16.0,0.0,0.89,1,16.0,0.89
