code_insee,commune,dep,PMUN,dans_MEL,risque_inondation,risque_remontee_nappe,risque_minier,risque_mvt_terrain,risque_techno,catnat_total_n,catnat_inondation_n,catnat_secheresse_n,catnat_inondation_depuis_2010_n,catnat_derniere_annee,nb_risques_naturels,catnat_inondation_par_decennie
62250,Courrières,62,10199,False,0,0,1,1,0,4,3,0,0,1999,2,0.7
62262,Cuinchy,62,1754,False,0,0,1,1,0,4,3,0,2,2016,2,0.7
62263,Dainville,62,5703,False,0,0,0,1,1,7,6,0,0,2001,1,1.4
62274,Dourges,62,5997,False,0,0,1,1,0,4,2,1,0,2023,2,0.5
62276,Douvrin,62,5795,False,0,0,1,1,0,10,9,0,3,2016,2,2.1
62277,Drocourt,62,2943,False,0,0,0,1,0,2,1,0,0,1999,1,0.2
62279,Duisans,62,1383,False,0,0,0,1,0,3,2,0,0,1999,1,0.5
62310,Essars,62,1755,False,1,1,0,0,1,7,5,1,1,2023,2,1.2
62311,Estevelles,62,2024,False,0,0,1,1,1,5,2,0,1,2024,2,0.5
62323,Fampoux,62,1219,False,0,0,0,1,0,5,4,0,1,2012,1,0.9
62330,Festubert,62,1266,False,0,0,0,0,1,6,4,1,1,2023,0,0.9
62331,Feuchy,62,1015,False,0,0,0,1,1,3,1,0,0,2013,1,0.2
62338,Fleurbaix,62,2862,False,0,0,0,0,0,8,4,3,1,2021,0,0.9
62349,Fouquereuil,62,1632,False,1,1,1,0,0,16,14,1,4,2023,3,3.3
62350,Fouquières-lès-Béthune,62,1115,False,0,0,1,1,0,10,8,0,1,2016,2,1.9
62351,Fouquières-lès-Lens,62,6233,False,0,0,1,1,0,6,5,0,0,2005,2,1.2
62371,Givenchy-en-Gohelle,62,2026,False,0,0,1,1,0,12,7,4,2,2023,2,1.6
62373,Givenchy-lès-la-Bassée,62,1006,False,0,0,0,1,0,4,2,1,1,2026,1,0.5
62376,Gonnehem,62,2507,False,1,1,0,0,0,17,11,5,5,2026,2,2.6
62383,Gouy-sous-Bellonne,62,1396,False,0,0,0,0,0,5,4,0,0,1999,0,0.9
62386,Grenay,62,6704,False,0,0,1,1,0,4,3,0,1,2016,2,0.7
62391,Guarbecque,62,1369,False,0,0,0,0,0,5,2,2,0,2005,0,0.5
62400,Haillicourt,62,4884,False,0,0,1,1,0,5,4,0,0,1999,2,0.9
62401,Haisnes,62,4427,False,0,0,1,1,0,8,5,1,2,2021,2,1.2
62412,Hardinghen,62,1219,False,0,0,1,1,0,5,3,1,1,2024,2,0.7
62413,Harnes,62,12317,False,0,0,1,1,0,9,4,0,1,2019,2,0.9
62443,Hersin-Coupigny,62,6147,False,0,0,1,1,0,9,5,3,1,2026,2,1.2
62452,Heuringhem,62,1379,False,0,0,0,0,0,18,11,6,7,2026,0,2.6
62454,Hinges,62,2417,False,1,1,0,0,0,12,4,7,1,2023,2,0.9
62457,Houdain,62,7030,False,0,0,1,1,0,15,12,1,2,2023,2,2.8
62464,Hulluch,62,3367,False,0,0,1,1,0,7,5,0,1,2016,2,1.2
62427,Hénin-Beaumont,62,26035,False,0,0,1,1,0,10,8,0,1,2017,2,1.9
62476,Izel-lès-Équerchin,62,1058,False,0,0,0,1,0,7,6,0,0,2003,1,1.4
62252,La Couture,62,2616,False,0,0,0,0,0,19,12,6,7,2026,0,2.8
62479,Labeuvrière,62,1654,False,1,1,1,0,1,13,12,0,3,2022,3,2.8
62480,Labourse,62,2894,False,0,0,1,1,0,10,8,1,3,2023,2,1.9
62489,Lapugnoy,62,3518,False,1,1,1,0,1,15,12,2,3,2026,3,2.8
62491,Laventie,62,4969,False,0,0,0,0,0,10,5,3,2,2023,0,1.2
62497,Leforest,62,7179,False,0,0,1,1,1,8,5,2,0,2021,2,1.2
62498,Lens,62,32618,False,0,0,1,1,0,9,7,1,1,2016,2,1.6
62502,Lestrem,62,5073,False,1,1,0,0,0,17,11,5,6,2026,2,2.6
62907,Libercourt,62,8138,False,0,0,1,1,0,7,6,0,1,2024,2,1.4
62516,Lillers,62,9988,False,1,1,0,1,0,17,16,0,6,2024,3,3.7
62510,Liévin,62,30149,False,0,0,1,1,0,11,9,0,3,2016,2,2.1
62520,Locon,62,2342,False,1,1,0,0,0,11,6,4,1,2021,2,1.4
62523,Loison-sous-Lens,62,5255,False,0,0,1,0,0,8,7,0,2,2016,1,1.6
62525,Longuenesse,62,10568,False,0,0,0,0,0,15,11,3,4,2024,0,2.6
62528,Loos-en-Gohelle,62,6896,False,0,0,1,1,0,7,2,1,0,2023,2,0.5
62529,Lorgies,62,1609,False,0,0,0,0,0,5,4,0,1,2016,0,0.9
62540,Maisnil-lès-Ruitz,62,1691,False,0,0,1,1,0,8,4,3,1,2026,2,0.9
62543,Mametz,62,1998,False,0,0,0,0,0,10,9,0,5,2024,0,2.1
62557,Marœuil,62,2441,False,0,0,0,1,0,4,2,0,1,2016,1,0.5
62563,Mazingarbe,62,8068,False,0,0,1,1,1,9,8,0,2,2016,2,1.9
62573,Meurchin,62,3717,False,0,0,1,1,1,6,5,0,1,2024,2,1.2
62584,Mont-Bernanchon,62,1316,False,1,1,0,0,0,13,2,10,0,2026,2,0.5
62587,Montigny-en-Gohelle,62,9870,False,0,0,1,0,0,3,2,0,0,2005,1,0.5
62570,Méricourt,62,11431,False,0,0,1,1,0,8,5,1,2,2023,2,1.2
62606,Neuve-Chapelle,62,1419,False,0,0,0,0,0,6,4,1,1,2024,0,0.9
62609,Neuville-Saint-Vaast,62,1603,False,0,0,0,1,0,4,2,0,1,2017,1,0.5
62620,Norrent-Fontes,62,1362,False,0,0,0,0,0,7,6,0,2,2016,0,1.4
62624,Noyelles-Godault,62,5906,False,0,0,1,1,0,4,3,0,0,2005,2,0.7
62626,Noyelles-lès-Vermelles,62,2294,False,0,0,0,0,0,4,3,0,1,2016,0,0.7
62628,Noyelles-sous-Lens,62,6659,False,0,0,1,1,0,2,1,0,0,1999,2,0.2
62617,Nœux-les-Mines,62,11520,False,0,0,1,1,0,9,8,0,1,2023,2,1.9
62637,Oignies,62,10210,False,0,0,1,1,0,5,4,0,0,2001,2,0.9
62638,Oisy-le-Verger,62,1188,False,0,0,0,1,0,5,1,2,0,2023,1,0.2
62666,Pont-à-Vendin,62,3136,False,0,0,0,1,1,3,2,0,1,2024,1,0.5
62684,Racquinghem,62,2214,False,0,0,0,0,0,12,7,4,2,2024,0,1.6
62693,Rebreuve-Ranchicourt,62,1071,False,0,0,0,0,0,7,5,1,1,2016,0,1.2
62706,Richebourg,62,2618,False,0,0,0,0,0,12,6,5,3,2026,0,1.4
62712,Rivière,62,1124,False,0,0,0,1,0,8,6,0,0,2022,1,1.4
62713,Robecq,62,1329,False,1,1,0,0,0,19,15,3,7,2026,2,3.5
62724,Rouvroy,62,8797,False,0,0,1,1,0,4,3,0,1,2015,2,0.7
62727,Ruitz,62,1509,False,0,0,1,1,0,7,5,1,1,2016,2,1.2
62718,Rœux,62,1390,False,0,0,0,1,0,2,1,0,0,1999,1,0.2
62735,Sailly-Labourse,62,2577,False,0,0,1,1,0,5,4,0,2,2023,2,0.9
62736,Sailly-sur-la-Lys,62,3883,False,0,0,0,0,0,13,7,5,3,2026,0,1.6
62737,Sains-en-Gohelle,62,5995,False,0,0,1,1,0,3,2,0,0,1999,2,0.5
62753,Saint-Laurent-Blangy,62,6507,False,0,0,0,1,1,5,2,0,0,2024,1,0.5
62764,Saint-Nicolas,62,4603,False,0,0,0,1,0,2,1,0,0,1999,1,0.2
62765,Saint-Omer,62,14661,False,0,0,0,0,0,22,18,2,7,2024,0,4.2
62770,Saint-Venant,62,3022,False,0,0,0,0,0,14,11,2,4,2024,0,2.6
62744,Sainte-Catherine,62,3594,False,0,0,0,1,0,2,1,0,0,1999,1,0.2
62771,Sallaumines,62,9650,False,0,0,1,1,0,7,6,0,0,2009,2,1.4
62793,Servins,62,1134,False,0,0,0,0,0,7,4,0,1,2016,0,0.9
62801,Souchez,62,2658,False,0,0,0,0,0,4,3,0,1,2016,0,0.7
62810,Thélus,62,1271,False,0,0,0,1,0,4,1,2,0,2023,1,0.2
62817,Tilloy-lès-Mofflaines,62,1519,False,0,0,0,1,1,5,4,0,1,2024,1,0.9
62836,Vaudricourt,62,1104,False,0,0,0,0,0,9,7,1,1,2024,0,1.6
62842,Vendin-le-Vieil,62,8381,False,0,0,1,1,1,7,6,0,1,2016,2,1.4
62841,Vendin-lès-Béthune,62,2393,False,1,1,1,1,0,10,6,3,1,2023,4,1.4
62846,Vermelles,62,4748,False,0,0,1,1,0,5,4,0,1,2016,2,0.9
62847,Verquigneul,62,2016,False,1,1,1,0,0,5,4,0,2,2023,3,0.9
62848,Verquin,62,3459,False,0,0,1,1,0,6,5,0,1,2016,2,1.2
62861,Vimy,62,4307,False,0,0,1,1,0,7,3,3,1,2023,2,0.7
62863,Violaines,62,3831,False,0,0,1,1,0,5,4,0,1,2016,2,0.9
62865,Vitry-en-Artois,62,4787,False,0,0,0,1,0,9,4,3,0,2023,1,0.9
62869,Wailly,62,1081,False,0,0,0,1,1,9,7,1,0,2023,1,1.6
62875,Wardrecques,62,1346,False,0,0,0,0,0,8,5,2,1,2023,0,1.2
62895,Wingles,62,8742,False,0,0,1,1,1,9,7,1,3,2026,2,1.6
62905,Zudausques,62,1040,False,0,0,0,0,0,6,5,0,4,2024,0,1.2
62284,Écourt-Saint-Quentin,62,1691,False,0,0,0,1,0,3,2,0,1,2020,1,0.5
62291,Éleu-dit-Leauwette,62,2829,False,0,0,1,1,0,8,6,1,0,2002,2,1.4
62321,Évin-Malmaison,62,4674,False,0,0,1,1,0,2,1,0,0,1999,2,0.2
